governate,area,lat,lng,services,cluster_cairo
Cairo,Al Shorouk City,30.15118973,31.6115737,3.0,17
Cairo,Al Shorouk City,30.14727735,31.60715008,3.0,17
Cairo,Al Shorouk City,30.169095,31.596939,1.0,17
Cairo,Al Shorouk City,30.08713383,31.47967413,1.0,21
Cairo,Alameraya,30.107258,31.296789,1.0,16
Cairo,Alameraya,30.104607,31.295605,1.0,16
Cairo,Alameraya,30.106158,31.288383,1.0,16
Cairo,Alameraya,30.106152,31.288425,1.0,16
Cairo,Alameraya,30.106158,31.288383,1.0,16
Cairo,Alameraya,30.106152,31.288425,1.0,16
Cairo,Al-Azhar,30.04731002,31.25455458,1.0,25
Cairo,Al-Darasah,30.055517,31.275838,1.0,25
Cairo,Al-Darasah,30.045986,31.270861,1.0,25
Cairo,Al-Darasah,30.05237949,31.27499391,1.0,25
Cairo,Al-Darasah,30.04690266,31.26772253,3.0,25
Cairo,Al-Darasah,30.04644,31.271511,1.0,25
Cairo,Al-Darasah,30.045474,31.270297,1.0,25
Cairo,Al-Darasah,30.045482,31.270343,1.0,25
Cairo,Al-Darasah,30.0451959,31.27024145,1.0,25
Cairo,Al-Darasah,30.045105,31.266483,1.0,25
Cairo,Al-Darasah,30.052786,31.273161,3.0,25
Cairo,Al-Darasah,30.04644,31.271511,1.0,25
Cairo,Al-Darasah,30.045105,31.266483,1.0,25
Cairo,Al-Darasah,30.045986,31.270861,2.0,25
Cairo,Alkhalifa,30.03636734,31.25181183,3.0,1
Cairo,Alkhalifa,30.025459,31.263542,1.0,1
Cairo,Almaasara,29.891108,31.304002,1.0,4
Cairo,Almaasara,29.895589,31.298851,1.0,4
Cairo,Almaasara,29.906361,31.299577,1.0,4
Cairo,Almaasara,29.89717,31.304021,1.0,4
Cairo,Almaasara,29.87923,31.313375,1.0,4
Cairo,Almaasara,29.8924578,31.29441,1.0,4
Cairo,Almaasara,29.906361,31.299577,1.0,4
Cairo,Almaasara,29.89717,31.304021,1.0,4
Cairo,Almaasara,29.87923,31.313375,1.0,4
Cairo,Al-Matariyyah,30.123707,31.28847,1.0,16
Cairo,Al-Matariyyah,30.129533,31.311682,1.0,22
Cairo,Al-Matariyyah,30.110838,31.304219,1.0,16
Cairo,Al-Matariyyah,30.121499,31.313731,1.0,16
Cairo,Al-Matariyyah,30.13942533,31.31534182,1.0,22
Cairo,Al-Matariyyah,30.110838,31.304219,1.0,16
Cairo,Al-Matariyyah,30.123707,31.28847,1.0,16
Cairo,Al-Matariyyah,30.129533,31.311682,1.0,22
Cairo,Almazah,30.081714,31.364977,3.0,29
Cairo,Almazah,30.08344846,31.37962425,3.0,5
Cairo,Almazah,30.083413,31.380215,3.0,5
Cairo,Almazah,30.090653,31.349038,1.0,10
Cairo,Almazah,30.083413,31.380215,2.0,5
Cairo,Almazah,30.081714,31.364977,3.0,29
Cairo,Almirag City,29.983552,31.316266,3.0,20
Cairo,Almirag City,29.96814789,31.31307927,3.0,20
Cairo,Al-Mokattam,30.01617357,31.28147871,3.0,20
Cairo,Al-Mokattam,30.008391,31.311283,1.0,20
Cairo,Al-Mokattam,30.013211,31.28908,1.0,20
Cairo,Al-Mokattam,29.99406533,31.29640519,1.0,20
Cairo,Al-Mokattam,30.01395041,31.32274964,3.0,20
Cairo,Al-Mokattam,29.97907231,31.43405756,3.0,23
Cairo,Al-Mokattam,29.95983772,31.27812168,3.0,8
Cairo,Al-Mokattam,30.01690353,31.28169478,3.0,20
Cairo,Al-Mokattam,29.98320796,31.3394141,3.0,20
Cairo,Al-Mokattam,30.00938077,31.34021122,3.0,20
Cairo,Al-Mokattam,30.01099329,31.33433198,3.0,20
Cairo,Al-Mokattam,29.98689544,31.30994852,3.0,20
Cairo,Al-Mokattam,30.01860058,31.29866668,3.0,20
Cairo,Al-Mokattam,30.013211,31.28908,2.0,20
Cairo,Al-Mokattam,30.008391,31.311283,1.0,20
Cairo,Al-Mokattam,29.99483753,31.32127283,3.0,20
Cairo,Al-Mokattam,30.01339043,31.2866047,1.0,20
Cairo,Al-Mokattam,30.01395,31.32275,3.0,20
Cairo,Alnozhah,30.119142,31.389656,1.0,5
Cairo,Alnozhah,30.10895,31.388221,1.0,5
Cairo,Alnozhah,30.108902,31.388265,3.0,5
Cairo,Alnozhah,30.10880038,31.35015039,3.0,10
Cairo,Alnozhah,30.10393475,31.34402787,3.0,10
Cairo,Alnozhah,30.11184,31.39892,1.0,5
Cairo,Alnozhah,30.127452,31.401412,1.0,0
Cairo,Alnozhah,30.11411,31.396824,1.0,5
Cairo,Alnozhah,30.12762472,31.40244492,1.0,0
Cairo,Alnozhah,30.12853,31.403166,3.0,0
Cairo,Alnozhah,30.128063,31.399607,1.0,0
Cairo,Alnozhah,30.127897,31.399315,1.0,0
Cairo,Alnozhah,30.127149,31.404621,1.0,0
Cairo,Alnozhah,30.115871,31.393739,3.0,5
Cairo,Alnozhah,30.102142,31.351971,1.0,10
Cairo,Alnozhah,30.137934,31.39468,1.0,0
Cairo,Alnozhah,30.140579,31.417634,1.0,0
Cairo,Alnozhah,30.118375,31.402733,3.0,5
Cairo,Alnozhah,30.103388,31.349019,1.0,10
Cairo,Alnozhah,30.12402648,31.36414896,1.0,5
Cairo,Alnozhah,30.10511334,31.35012904,1.0,10
Cairo,Alnozhah,30.11814215,31.40820941,1.0,5
Cairo,Alnozhah,30.124286,31.348019,3.0,22
Cairo,Alnozhah,30.121441,31.401813,3.0,5
Cairo,Alnozhah,30.127807,31.360578,3.0,22
Cairo,Alnozhah,30.147615,31.420499,3.0,0
Cairo,Alnozhah,30.140284,31.394262,1.0,0
Cairo,Alnozhah,30.130828,31.37307,1.0,5
Cairo,Alnozhah,30.113699,31.395402,3.0,5
Cairo,Alnozhah,30.113739,31.395544,1.0,5
Cairo,Alnozhah,30.100491,31.37245,1.0,5
Cairo,Alnozhah,30.11844,31.402728,1.0,5
Cairo,Alnozhah,30.118077,31.403339,3.0,5
Cairo,Alnozhah,30.10511334,31.35012904,2.0,10
Cairo,Alnozhah,30.13874537,31.42411586,3.0,0
Cairo,Alnozhah,30.10442518,31.32915518,1.0,10
Cairo,Alnozhah,30.13517242,31.45545942,3.0,18
Cairo,Alnozhah,30.140579,31.417634,1.0,0
Cairo,Alnozhah,30.137934,31.39468,2.0,0
Cairo,Alnozhah,30.10942126,31.32843189,3.0,10
Cairo,Alnozhah,30.13724157,31.42623427,3.0,0
Cairo,Alnozhah,30.11288781,31.34857865,3.0,10
Cairo,Alnozhah,30.138907,31.464961,3.0,18
Cairo,Alnozhah,30.121441,31.401813,3.0,5
Cairo,Alnozhah,30.119142,31.389656,3.0,5
Cairo,Alnozhah,30.090653,31.349038,1.0,10
Cairo,Alnozhah,30.140284,31.394262,1.0,0
Cairo,Alnozhah,30.130828,31.37307,1.0,5
Cairo,Alnozhah,30.127807,31.360578,1.0,22
Cairo,Alnozhah,30.147615,31.420499,3.0,0
Cairo,Alnozhah,30.094296,31.344778,1.0,10
Cairo,Alnozhah,30.139667,31.393166,3.0,0
Cairo,Alnozhah,30.142973,31.404258,3.0,0
Cairo,Alnozhah,30.112461,31.344672,1.0,10
Cairo,Alsahel,30.0795,31.248054,1.0,14
Cairo,Alsahel,30.08077305,31.24499771,3.0,14
Cairo,Alsahel,30.094251,31.236818,1.0,14
Cairo,Alsahel,30.08041947,31.24300213,1.0,14
Cairo,Alsahel,30.09137418,31.2354132,1.0,14
Cairo,Alsahel,30.091072,31.251282,1.0,14
Cairo,Alsahel,30.090978,31.251324,3.0,14
Cairo,Alsahel,30.10255142,31.2436953,3.0,14
Cairo,Alsahel,30.097703,31.245179,1.0,14
Cairo,Alsahel,30.104033,31.245602,1.0,14
Cairo,Alsahel,30.088006,31.245571,1.0,14
Cairo,Alsahel,30.0967,31.23914,1.0,14
Cairo,Alsahel,30.096545,31.239104,1.0,14
Cairo,Alsahel,30.089765,31.245467,1.0,14
Cairo,Alsahel,30.07954071,31.24805744,3.0,14
Cairo,Alsahel,30.09654451,31.23910419,1.0,14
Cairo,Alsahel,30.0967,31.23914,1.0,14
Cairo,Alsahel,30.09097792,31.25132374,3.0,14
Cairo,Alsahel,30.089765,31.245467,1.0,14
Cairo,Alsahel,30.09092643,31.25133786,1.0,14
Cairo,Alsahel,30.091072,31.251282,2.0,14
Cairo,Alsahel,30.104033,31.245602,1.0,14
Cairo,Alsahel,30.087968,31.245476,1.0,14
Cairo,Alsahel,30.097703,31.245179,1.0,14
Cairo,Alsahel,30.094251,31.236818,1.0,14
Cairo,Alsahel,30.0795,31.248054,2.0,14
Cairo,Alsahel,30.086346,31.245586,3.0,14
Cairo,Al-Sayeda Zeinab,30.03775884,31.24960743,3.0,1
Cairo,Al-Sayeda Zeinab,30.034433,31.234171,1.0,1
Cairo,Al-Sayeda Zeinab,30.036415,31.237834,1.0,1
Cairo,Al-Sayeda Zeinab,30.031582,31.243677,1.0,1
Cairo,Al-Sayeda Zeinab,30.034304,31.240485,1.0,1
Cairo,Al-Sayeda Zeinab,30.03473547,31.23893093,3.0,1
Cairo,Al-Sayeda Zeinab,30.0372,31.239668,1.0,1
Cairo,Al-Sayeda Zeinab,30.039719,31.236159,1.0,1
Cairo,Al-Sayeda Zeinab,30.039688,31.236232,1.0,1
Cairo,Al-Sayeda Zeinab,30.029405,31.235348,1.0,1
Cairo,Al-Sayeda Zeinab,30.037113,31.238087,1.0,1
Cairo,Al-Sayeda Zeinab,30.040114,31.250926,1.0,1
Cairo,Al-Sayeda Zeinab,30.035028,31.23773,1.0,1
Cairo,Al-Sayeda Zeinab,30.024583,31.241886,1.0,1
Cairo,Al-Sayeda Zeinab,30.035218,31.233868,1.0,1
Cairo,Al-Sayeda Zeinab,30.039034,31.237838,1.0,1
Cairo,Al-Sayeda Zeinab,30.039088,31.237854,1.0,1
Cairo,Al-Sayeda Zeinab,30.03299652,31.24596139,3.0,1
Cairo,Al-Sayeda Zeinab,30.037113,31.238087,2.0,1
Cairo,Al-Sayeda Zeinab,30.031582,31.243677,2.0,1
Cairo,Al-Sayeda Zeinab,30.024583,31.241886,2.0,1
Cairo,Al-Sayeda Zeinab,30.040114,31.250926,2.0,1
Cairo,Al-Sayeda Zeinab,30.035218,31.233868,2.0,1
Cairo,Al-Sayeda Zeinab,30.029405,31.235348,1.0,1
Cairo,Al-Sayeda Zeinab,30.039719,31.236159,2.0,1
Cairo,Al-Sayeda Zeinab,30.039688,31.236232,3.0,1
Cairo,Al-Sayeda Zeinab,30.034731,31.236695,3.0,1
Cairo,Alshrabia,30.06893,31.264372,3.0,25
Cairo,Alshrabia,30.06893,31.264372,3.0,25
Cairo,Alwaily,30.071363,31.293122,1.0,7
Cairo,Alwaily,30.07496442,31.28724247,1.0,7
Cairo,Alwaily,30.07454529,31.2898065,1.0,7
Cairo,Alwaily,30.084289,31.292315,1.0,7
Cairo,Alwaily,30.080229,31.290848,1.0,7
Cairo,Alwaily,30.07441948,31.30118531,1.0,7
Cairo,Alwaily,30.07183707,31.28668859,3.0,7
Cairo,Alwaily,30.08070574,31.29952154,3.0,7
Cairo,Alwaily,30.08541292,31.29432911,1.0,7
Cairo,Alwaily,30.0819496,31.29314698,3.0,7
Cairo,Alwaily,30.07851404,31.28506579,3.0,7
Cairo,Alwaily,30.07757232,31.28171457,3.0,7
Cairo,Alwaily,30.07779551,31.28486159,3.0,7
Cairo,Alwaily,30.07759183,31.28635828,3.0,7
Cairo,Alwaily,30.077141,31.287004,3.0,7
Cairo,Alwaily,30.071363,31.293122,1.0,7
Cairo,Alwaily,30.080229,31.290848,2.0,7
Cairo,Alwaily,30.084289,31.292315,2.0,7
Cairo,Alzaher,30.06249761,31.26748652,1.0,25
Cairo,Alzaher,30.064662,31.258552,1.0,25
Cairo,Alzaher,30.0463229,31.25404872,3.0,1
Cairo,Alzaher,30.064662,31.258552,2.0,25
Cairo,Alzawya Elhamra,30.0936,31.274803,1.0,7
Cairo,Alzawya Elhamra,30.0936,31.274803,1.0,7
Cairo,Alzawya Elhamra,30.094538,31.270575,3.0,7
Cairo,Bab elsharya,30.061568,31.266013,1.0,25
Cairo,Bab elsharya,30.061766,31.266902,1.0,25
Cairo,Bab elsharya,30.053973,31.255965,1.0,25
Cairo,Bab elsharya,30.06156806,31.26601314,1.0,25
Cairo,Bab elsharya,30.053973,31.255965,2.0,25
Cairo,Bab elsharya,30.061766,31.266902,3.0,25
Cairo,Badr City,30.146057,31.747954,1.0,12
Cairo,Badr City,30.17858207,31.76849931,1.0,12
Cairo,Badr City,30.13716443,31.7258525,1.0,12
Cairo,Badr City,30.1372964,31.71804576,3.0,12
Cairo,Bolak,30.06980482,31.22726416,3.0,28
Cairo,Bolak,30.063852,31.227839,3.0,28
Cairo,Bolak,30.0684,31.230328,2.0,28
Cairo,Bolak,30.068299,31.230263,1.0,28
Cairo,Bolak,30.067097,31.227197,2.0,28
Cairo,Bolak,30.052823,31.244112,2.0,1
Cairo,Bolak,30.067192,31.227171,2.0,28
Cairo,Bolak,30.071783,31.227447,1.0,28
Cairo,Bolak,30.071681,31.227419,3.0,28
Cairo,Bolak,30.071681,31.227419,1.0,28
Cairo,Bolak,30.068299,31.230263,1.0,28
Cairo,Bolak,30.0684,31.230328,1.0,28
Cairo,Bolak,30.063531,31.235202,1.0,28
Cairo,Bolak,30.063373,31.235318,1.0,28
Cairo,Bolak,30.067192,31.227171,1.0,28
Cairo,Bolak,30.067097,31.227197,1.0,28
Cairo,Bolak,30.056804,31.239295,1.0,28
Cairo,Bolak,30.052823,31.244112,1.0,1
Cairo,Bolak,30.06124105,31.22764583,3.0,28
Cairo,Bolak,30.05662272,31.23870944,1.0,28
Cairo,Bolak,30.071783,31.227447,3.0,28
Cairo,Bolak,30.063852,31.227839,3.0,28
Cairo,Bolak,30.065588,31.227662,1.0,28
Cairo,Bolak,30.06564,31.227666,1.0,28
Cairo,Bolak,30.0503263,31.232182,1.0,1
Cairo,Bolak,30.0503263,31.232182,3.0,1
Cairo,Dar El Salam,29.984219,31.246047,1.0,27
Cairo,Dar El Salam,29.981863,31.242316,1.0,27
Cairo,Dar El Salam,29.98147218,31.24124195,1.0,27
Cairo,Dar El Salam,29.98464498,31.24304176,3.0,27
Cairo,Dar El Salam,29.981863,31.242316,1.0,27
Cairo,Dar El Salam,29.984219,31.246047,2.0,27
Cairo,Downtown,30.06062308,31.24591822,2.0,28
Cairo,Downtown,30.05341307,31.24217343,2.0,1
Cairo,Downtown,30.05345505,31.24217462,1.0,1
Cairo,Downtown,30.04609,31.231899,1.0,1
Cairo,Downtown,30.0378012,31.23340975,3.0,1
Cairo,Downtown,30.0532188,31.23944466,3.0,1
Cairo,Downtown,30.047943,31.233991,3.0,1
Cairo,Downtown,30.048127,31.233992,1.0,1
Cairo,Downtown,30.054071,31.246022,1.0,1
Cairo,Downtown,30.04448732,31.23330873,3.0,1
Cairo,Downtown,30.04447386,31.23330109,1.0,1
Cairo,Downtown,30.053212,31.239469,1.0,1
