governate,area,lat,lng,services,cluster_cairo
Cairo,Downtown,30.053195,31.239529,1.0,1
Cairo,Downtown,30.046025,31.231895,3.0,1
Cairo,Downtown,30.046002,31.231895,1.0,1
Cairo,Downtown,30.042443,31.232386,3.0,1
Cairo,Downtown,30.04149503,31.23542674,3.0,1
Cairo,Downtown,30.038724,31.230295,3.0,1
Cairo,Downtown,30.044179,31.234499,3.0,1
Cairo,Downtown,30.056994,31.242312,3.0,28
Cairo,Downtown,30.053317,31.239628,1.0,1
Cairo,Downtown,30.062773,31.246209,3.0,28
Cairo,Downtown,30.053249,31.239341,1.0,1
Cairo,Downtown,30.04684341,31.23776411,3.0,1
Cairo,Downtown,30.051861,31.238801,1.0,1
Cairo,Downtown,30.03220063,31.23208748,3.0,1
Cairo,Downtown,30.042687,31.235178,1.0,1
Cairo,Downtown,30.041945,31.232721,1.0,1
Cairo,Downtown,30.055502,31.22949,1.0,28
Cairo,Downtown,30.044487,31.233309,3.0,1
Cairo,Downtown,30.04794302,31.23399088,3.0,1
Cairo,Downtown,30.05236817,31.23816846,1.0,1
Cairo,Downtown,30.04472488,31.2468368,1.0,1
Cairo,Downtown,30.048966,31.244224,2.0,1
Cairo,Downtown,30.056994,31.242312,3.0,28
Cairo,Downtown,30.044179,31.234499,3.0,1
Cairo,Downtown,30.053317,31.239628,2.0,1
Cairo,Downtown,30.042443,31.232386,3.0,1
Cairo,Downtown,30.053249,31.239341,1.0,1
Cairo,Downtown,30.048127,31.233992,2.0,1
Cairo,Downtown,30.054071,31.246022,3.0,1
Cairo,Downtown,30.053212,31.239469,1.0,1
Cairo,Downtown,30.053195,31.239529,2.0,1
Cairo,Downtown,30.051213,31.242774,2.0,1
Cairo,Downtown,30.062773,31.246209,3.0,28
Cairo,Downtown,30.050603,31.245367,2.0,1
Cairo,Downtown,30.055502,31.22949,2.0,28
Cairo,El marg,30.145813,31.343116,1.0,22
Cairo,El marg,30.152142,31.335551,1.0,22
Cairo,El marg,30.163697,31.338333,1.0,22
Cairo,El marg,30.151328,31.370864,1.0,0
Cairo,El marg,30.141466,31.333032,1.0,22
Cairo,El marg,30.14122684,31.33684282,2.0,22
Cairo,El marg,30.148373,31.342198,3.0,22
Cairo,El marg,30.152142,31.335551,1.0,22
Cairo,El marg,30.163697,31.338333,1.0,22
Cairo,El marg,29.98227607,31.3119892,3.0,20
Cairo,El marg,30.141466,31.333032,1.0,22
Cairo,El marg,30.151328,31.370864,1.0,0
Cairo,El marg,30.145813,31.343116,1.0,22
Cairo,El marg,30.151248,31.341824,3.0,22
Cairo,El marg,30.141419,31.331208,3.0,22
Cairo,EL Rehab,30.060561,31.482582,1.0,21
Cairo,EL Rehab,30.05888665,31.49229828,3.0,21
Cairo,EL Rehab,30.07019,31.519106,1.0,21
Cairo,EL Rehab,30.05754456,31.50864427,3.0,21
Cairo,EL Rehab,30.060561,31.482582,1.0,21
Cairo,EL Rehab,30.07019,31.519106,1.0,21
Cairo,EL Rehab,30.064836,31.477961,3.0,21
Cairo,Eltebeen,29.785733,31.307111,1.0,11
Cairo,Eltebeen,29.785742,31.307092,1.0,11
Cairo,Eltebeen,29.785733,31.307111,1.0,11
Cairo,Elzaytoon,30.09875,31.30279,1.0,16
Cairo,Elzaytoon,30.1028554,31.30264096,1.0,16
Cairo,Elzaytoon,30.097913,31.307154,1.0,16
Cairo,Elzaytoon,30.109879,31.309546,1.0,16
Cairo,Elzaytoon,30.111651,31.316912,1.0,16
Cairo,Elzaytoon,30.105577,31.307261,1.0,16
Cairo,Elzaytoon,30.101603,31.309961,1.0,16
Cairo,Elzaytoon,30.105929,31.310474,1.0,16
Cairo,Elzaytoon,30.091247,31.298944,1.0,16
Cairo,Elzaytoon,30.097707,31.304493,1.0,16
Cairo,Elzaytoon,30.087236,31.294132,1.0,7
Cairo,Elzaytoon,30.10274828,31.30307526,1.0,16
Cairo,Elzaytoon,30.10873403,31.29249034,1.0,16
Cairo,Elzaytoon,30.10663389,31.28858172,1.0,16
Cairo,Elzaytoon,30.09946517,31.31456108,3.0,16
Cairo,Elzaytoon,30.10671168,31.32330361,3.0,10
Cairo,Elzaytoon,30.107258,31.296789,2.0,16
Cairo,Elzaytoon,30.091247,31.298944,1.0,16
Cairo,Elzaytoon,30.087236,31.294132,1.0,7
Cairo,Elzaytoon,30.105929,31.310474,1.0,16
Cairo,Elzaytoon,30.097707,31.304493,1.0,16
Cairo,Elzaytoon,30.101603,31.309961,1.0,16
Cairo,Elzaytoon,30.111651,31.316912,1.0,16
Cairo,Elzaytoon,30.09875,31.30279,1.0,16
Cairo,Elzaytoon,30.109879,31.309546,1.0,16
Cairo,Elzaytoon,30.105577,31.307261,1.0,16
Cairo,Elzaytoon,30.097913,31.307154,1.0,16
Cairo,Elzaytoon,30.102844,31.302685,1.0,16
Cairo,Garden City,30.03719446,31.23965018,3.0,1
Cairo,Garden City,30.038724,31.230295,3.0,1
Cairo,Hadayek El Kobba,30.08444,31.282101,1.0,7
Cairo,Hadayek El Kobba,30.093135,31.2764,1.0,7
Cairo,Hadayek El Kobba,30.086036,31.286575,1.0,7
Cairo,Hadayek El Kobba,30.07945156,31.27908738,3.0,7
Cairo,Hadayek El Kobba,30.08735,31.28372156,3.0,7
Cairo,Hadayek El Kobba,30.07788239,31.27447615,3.0,7
Cairo,Hadayek El Kobba,30.08825273,31.27419132,3.0,7
Cairo,Hadayek El Kobba,30.093135,31.2764,1.0,7
Cairo,Hadayek El Kobba,30.086036,31.286575,1.0,7
Cairo,Hadayek El Kobba,30.08444,31.282101,1.0,7
Cairo,Hadayek El Kobba,30.086414,31.283095,3.0,7
Cairo,Hadayek El Kobba,30.089218,31.285814,3.0,7
Cairo,Heliopolis,30.09596822,31.32519342,1.0,10
Cairo,Heliopolis,30.086176,31.300918,1.0,16
Cairo,Heliopolis,30.09166046,31.30632477,1.0,16
Cairo,Heliopolis,30.09010356,31.34114395,3.0,10
Cairo,Heliopolis,30.084831,31.29708,1.0,7
Cairo,Heliopolis,30.086155,31.347898,1.0,10
Cairo,Heliopolis,30.104774,31.32999,1.0,10
Cairo,Heliopolis,30.079038,31.301974,1.0,7
Cairo,Heliopolis,30.081559,31.306701,1.0,2
Cairo,Heliopolis,30.09129556,31.31897979,3.0,16
Cairo,Heliopolis,30.07634807,31.3016292,1.0,7
Cairo,Heliopolis,30.11381,31.338883,1.0,10
Cairo,Heliopolis,30.074971,31.304027,1.0,2
Cairo,Heliopolis,30.0992894,31.32447137,3.0,10
Cairo,Heliopolis,30.09071331,31.32082406,3.0,16
Cairo,Heliopolis,30.084337,31.316583,1.0,2
Cairo,Heliopolis,30.091918,31.309173,1.0,16
Cairo,Heliopolis,30.086022,31.303021,3.0,16
Cairo,Heliopolis,30.092066,31.3089,3.0,16
Cairo,Heliopolis,30.091713,31.326371,1.0,10
Cairo,Heliopolis,30.118761,31.340027,3.0,10
Cairo,Heliopolis,30.108088,31.33849,1.0,10
Cairo,Heliopolis,30.102269,31.33157,3.0,10
Cairo,Heliopolis,30.091456,31.33637,1.0,10
Cairo,Heliopolis,30.104581,31.338378,1.0,10
Cairo,Heliopolis,30.091767,31.306446,1.0,16
Cairo,Heliopolis,30.106737,31.336032,3.0,10
Cairo,Heliopolis,30.107845,31.348148,1.0,10
Cairo,Heliopolis,30.09128324,31.3217572,3.0,16
Cairo,Heliopolis,30.08042801,31.30830979,1.0,2
Cairo,Heliopolis,30.08368311,31.30966609,1.0,2
Cairo,Heliopolis,30.10673712,31.33603248,3.0,10
Cairo,Heliopolis,30.118761,31.340027,3.0,10
Cairo,Heliopolis,30.10808773,31.33848953,1.0,10
Cairo,Heliopolis,30.10226922,31.3315702,3.0,10
Cairo,Heliopolis,30.09481848,31.31347113,1.0,16
Cairo,Heliopolis,30.0844375,31.30401054,3.0,16
Cairo,Heliopolis,30.0864419,31.30427806,1.0,16
Cairo,Heliopolis,30.09351569,31.32039039,3.0,16
Cairo,Heliopolis,30.09302344,31.31617377,1.0,16
Cairo,Heliopolis,30.098402,31.317043,3.0,16
Cairo,Heliopolis,30.086022,31.303021,3.0,16
Cairo,Heliopolis,30.091767,31.306446,2.0,16
Cairo,Heliopolis,30.0936174,31.32385366,3.0,10
Cairo,Heliopolis,30.10346287,31.34577581,1.0,10
Cairo,Heliopolis,30.091713,31.326371,3.0,10
Cairo,Heliopolis,30.092066,31.3089,3.0,16
Cairo,Heliopolis,30.107845,31.348148,1.0,10
Cairo,Heliopolis,30.104774,31.32999,1.0,10
Cairo,Heliopolis,30.086176,31.300918,2.0,16
Cairo,Heliopolis,30.084337,31.316583,2.0,2
Cairo,Heliopolis,30.091918,31.309173,2.0,16
Cairo,Heliopolis,30.08655,31.308322,3.0,16
Cairo,Helwan,29.84257,31.304645,1.0,11
Cairo,Helwan,29.847929,31.328819,1.0,11
Cairo,Helwan,29.86328486,31.31598874,1.0,11
Cairo,Helwan,29.865055,31.318135,1.0,11
Cairo,Helwan,29.84862106,31.33290654,3.0,11
Cairo,Helwan,29.864626,31.332533,1.0,11
Cairo,Helwan,29.86451,31.33254,1.0,11
Cairo,Helwan,29.834543,31.345803,1.0,11
Cairo,Helwan,29.85214067,31.33785294,3.0,11
Cairo,Helwan,29.869515,31.319928,3.0,4
Cairo,Helwan,29.849069,31.334194,1.0,11
Cairo,Helwan,29.862341,31.3253,1.0,11
Cairo,Helwan,29.852085,31.338707,1.0,11
Cairo,Helwan,29.836532,31.327216,1.0,11
Cairo,Helwan,29.84212,31.337414,1.0,11
Cairo,Helwan,29.877955,31.288686,1.0,4
Cairo,Helwan,29.85008854,31.32524469,3.0,11
Cairo,Helwan,29.834543,31.345803,1.0,11
Cairo,Helwan,29.84212,31.337414,2.0,11
Cairo,Helwan,29.891108,31.304002,1.0,4
Cairo,Helwan,29.84507108,31.3339237,1.0,11
Cairo,Helwan,29.85113557,31.33252648,3.0,11
Cairo,Helwan,29.84877916,31.33900263,3.0,11
Cairo,Helwan,29.852085,31.338707,2.0,11
Cairo,Helwan,29.864626,31.332533,2.0,11
Cairo,Helwan,29.836532,31.327216,2.0,11
Cairo,Helwan,29.84257,31.304645,2.0,11
Cairo,Helwan,29.86451,31.33254,3.0,11
Cairo,Helwan,29.877955,31.288686,2.0,4
Cairo,Helwan,29.865055,31.318135,1.0,11
Cairo,Helwan,29.86329,31.315998,2.0,11
Cairo,Helwan,29.869515,31.319928,3.0,4
Cairo,Helwan,29.862341,31.3253,3.0,11
Cairo,Helwan,29.849069,31.334194,1.0,11
Cairo,Helwan,29.89685168,31.30387859,1.0,4
Cairo,Helwan,29.84599371,31.32104131,2.0,11
Cairo,Helwan,29.848625,31.332872,3.0,11
Cairo,Helwan,29.834573,31.352476,3.0,11
Cairo,Izbet Alhagana,30.081608,31.401072,3.0,5
Cairo,Izbet Alhagana,30.08160753,31.40107219,3.0,5
Cairo,Izbet Alhagana,30.08136549,31.36461445,3.0,29
Cairo,Izbet Alhagana,30.0551702,31.3800279,3.0,15
Cairo,Izbet Alhagana,30.051471,31.397258,3.0,15
Cairo,Izbet Alnakhl,30.139285,31.324932,1.0,22
Cairo,Izbet Alnakhl,30.139432,31.324463,1.0,22
Cairo,Izbet Alnakhl,30.139432,31.324463,1.0,22
Cairo,Izbet Alnakhl,30.139285,31.324932,1.0,22
Cairo,Madinaty,30.10726075,31.64695553,1.0,3
Cairo,Madinaty,30.084686,31.639142,1.0,3
Cairo,Madinaty,30.106097,31.630548,1.0,3
Cairo,Madinaty,30.084686,31.639142,3.0,3
Cairo,Madinaty,30.084686,31.639142,1.0,3
Cairo,Madinaty,30.106097,31.630548,1.0,3
Cairo,Manial El Rodah,30.03150635,31.22600199,3.0,1
Cairo,Manial El Rodah,30.018098,31.22491,1.0,27
Cairo,Manial El Rodah,30.01915855,31.2250622,1.0,27
Cairo,Manial El Rodah,30.027477,31.22974,1.0,1
Cairo,Manial El Rodah,30.017275,31.230969,1.0,27
Cairo,Manial El Rodah,30.012052,31.222638,1.0,27
Cairo,Manial El Rodah,30.031932,31.225295,3.0,1
Cairo,Manial El Rodah,30.027477,31.22974,2.0,1
Cairo,Manial El Rodah,30.012052,31.222638,2.0,27
Cairo,Manial El Rodah,30.018098,31.22491,2.0,27
Cairo,Manial El Rodah,30.017275,31.230969,1.0,27
Cairo,Manial El Rodah,30.01342367,31.22411475,3.0,27
Cairo,Misr Alqadima,29.99450049,31.23055813,1.0,27
Cairo,Misr Alqadima,30.005656,31.232944,1.0,27
Cairo,Misr Alqadima,30.002444,31.243505,1.0,27
Cairo,Misr Alqadima,30.015501,31.233542,1.0,27
Cairo,Misr Alqadima,29.994952,31.231662,1.0,27
Cairo,Misr Alqadima,30.006152,31.229647,1.0,27
Cairo,Misr Alqadima,30.00652241,31.24911846,3.0,27
Cairo,Misr Alqadima,30.01571569,31.22335074,3.0,27
Cairo,Misr Alqadima,29.98392836,31.23075394,3.0,27
Cairo,Misr Alqadima,30.006152,31.229647,1.0,27
Cairo,Misr Alqadima,29.994952,31.231662,1.0,27
Cairo,Misr Alqadima,30.015501,31.233542,2.0,27
Cairo,Misr Alqadima,30.002444,31.243505,2.0,27
Cairo,Misr Alqadima,30.005656,31.232944,1.0,27
Cairo,Misr Alqadima,30.00282256,31.24248562,3.0,27
Cairo,Misr Alqadima,30.012223,31.223511,3.0,27
Cairo,Nasr City,30.06062849,31.32319794,3.0,2
Cairo,Nasr City,30.050569,31.356527,1.0,29
Cairo,Nasr City,30.056007,31.346339,1.0,29
Cairo,Nasr City,30.054456,31.31152,1.0,2
Cairo,Nasr City,30.038474,31.341186,1.0,29
Cairo,Nasr City,30.07757993,31.31383907,1.0,2
Cairo,Nasr City,30.064017,31.306402,1.0,2
Cairo,Nasr City,30.066072,31.323309,3.0,2
Cairo,Nasr City,30.08232996,31.34290095,3.0,29
Cairo,Nasr City,30.072622,31.358137,1.0,29
Cairo,Nasr City,30.072645,31.357945,1.0,29
Cairo,Nasr City,30.071375,31.296707,3.0,7
Cairo,Nasr City,30.073926,31.309334,1.0,2
Cairo,Nasr City,30.059645,31.324116,1.0,2
Cairo,Nasr City,30.074334,31.324551,3.0,2
Cairo,Nasr City,30.060746,31.300799,1.0,7
Cairo,Nasr City,30.061573,31.337668,1.0,29
Cairo,Nasr City,30.021116,31.373844,3.0,15
Cairo,Nasr City,30.021804,31.374261,3.0,15
Cairo,Nasr City,30.086085,31.347757,1.0,10
Cairo,Nasr City,30.061185,31.332125,1.0,29
Cairo,Nasr City,30.068236,31.329351,3.0,2
Cairo,Nasr City,30.058933,31.282901,1.0,25
Cairo,Nasr City,30.066591,31.289336,1.0,7
Cairo,Nasr City,30.057131,31.345627,1.0,29
Cairo,Nasr City,30.073913,31.343591,1.0,29
Cairo,Nasr City,30.051033,31.347675,1.0,29
Cairo,Nasr City,30.040085,31.378139,1.0,15
Cairo,Nasr City,30.061677,31.336605,1.0,29
Cairo,Nasr City,30.054883,31.361711,1.0,29
Cairo,Nasr City,30.073112,31.344683,1.0,29
Cairo,Nasr City,30.073467,31.345334,1.0,29
Cairo,Nasr City,30.073347,31.345358,3.0,29
Cairo,Nasr City,30.068912,31.342072,1.0,29
Cairo,Nasr City,30.080954,31.334259,1.0,2
Cairo,Nasr City,30.062789,31.360657,1.0,29
Cairo,Nasr City,30.079793,31.327045,1.0,2
Cairo,Nasr City,29.98573,31.357187,3.0,9
Cairo,Nasr City,30.07038,31.321645,1.0,2
Cairo,Nasr City,30.050807,31.393329,1.0,15
Cairo,Nasr City,30.062202,31.355811,1.0,29
Cairo,Nasr City,30.037823,31.343089,1.0,29
Cairo,Nasr City,30.052775,31.331613,1.0,29
Cairo,Nasr City,30.050854,31.379461,1.0,15
Cairo,Nasr City,30.049008,31.399206,1.0,15
Cairo,Nasr City,30.056744,31.338335,1.0,29
Cairo,Nasr City,30.04627545,31.33983505,1.0,29
Cairo,Nasr City,30.06906531,31.34331487,3.0,29
Cairo,Nasr City,30.07279859,31.34540162,3.0,29
Cairo,Nasr City,30.0748818,31.32252295,3.0,2
Cairo,Nasr City,30.0636962,31.33101161,1.0,2
Cairo,Nasr City,30.0609354,31.34501749,3.0,29
Cairo,Nasr City,30.078316,31.347774,3.0,29
Cairo,Nasr City,30.078701,31.318031,1.0,2
Cairo,Nasr City,30.05101915,31.39503707,1.0,15
Cairo,Nasr City,30.07079906,31.35522601,1.0,29
Cairo,Nasr City,30.074058,31.343571,3.0,29
Cairo,Nasr City,30.057762,31.324584,1.0,2
Cairo,Nasr City,30.053078,31.37607,1.0,15
Cairo,Nasr City,30.081625,31.328815,1.0,2
Cairo,Nasr City,30.046385,31.351729,1.0,29
Cairo,Nasr City,30.043623,31.331293,1.0,29
Cairo,Nasr City,30.059022,31.327268,1.0,2
Cairo,Nasr City,30.08061,31.408165,3.0,26
Cairo,Nasr City,30.073239,31.300957,3.0,7
Cairo,Nasr City,30.073438,31.317856,1.0,2
Cairo,Nasr City,30.083331,31.328934,1.0,2
Cairo,Nasr City,30.07432091,31.31629437,1.0,2
Cairo,Nasr City,30.068125,31.349121,1.0,29
Cairo,Nasr City,30.067183,31.335607,1.0,29
Cairo,Nasr City,30.07937,31.318807,1.0,2
Cairo,Nasr City,30.079447,31.318632,1.0,2
Cairo,Nasr City,30.056091,31.299116,1.0,7
Cairo,Nasr City,30.051949,31.342487,1.0,29
Cairo,Nasr City,30.070444,31.42687,3.0,26
Cairo,Nasr City,30.068397,31.319048,1.0,2
Cairo,Nasr City,30.048133,31.309555,1.0,2
Cairo,Nasr City,30.052837,31.378348,1.0,15
Cairo,Nasr City,30.06865,31.343462,1.0,29
Cairo,Nasr City,30.078683,31.314953,1.0,2
Cairo,Nasr City,30.060595,31.300652,1.0,7
Cairo,Nasr City,30.07346706,31.34533415,3.0,29
Cairo,Nasr City,30.07311234,31.3446828,3.0,29
Cairo,Nasr City,30.07044448,31.42686961,3.0,26
Cairo,Nasr City,30.06389743,31.32570881,1.0,2
Cairo,Nasr City,30.05767962,31.32593967,1.0,2
Cairo,Nasr City,30.0750136,31.30881313,1.0,2
Cairo,Nasr City,30.07594681,31.32025992,1.0,2
Cairo,Nasr City,30.04640789,31.31849154,1.0,2
Cairo,Nasr City,30.08054248,31.40113886,3.0,5
Cairo,Nasr City,30.02182888,31.36741371,1.0,15
Cairo,Nasr City,30.07780453,31.31911304,3.0,2
Cairo,Nasr City,30.07665516,31.35553021,1.0,29
Cairo,Nasr City,30.05147142,31.39725793,3.0,15
Cairo,Nasr City,30.06582717,31.31976267,3.0,2
Cairo,Nasr City,30.04929874,31.40604925,3.0,15
Cairo,Nasr City,30.06211033,31.29932324,3.0,7
Cairo,Nasr City,30.0158817,31.39308645,3.0,9
Cairo,Nasr City,30.02245391,31.34335268,3.0,29
Cairo,Nasr City,30.04385111,31.38128734,3.0,15
Cairo,Nasr City,30.06829986,31.32991213,3.0,2
Cairo,Nasr City,30.0676093,31.32991116,3.0,2
Cairo,Nasr City,30.078316,31.347774,3.0,29
Cairo,Nasr City,30.051033,31.347675,1.0,29
Cairo,Nasr City,30.062202,31.355811,2.0,29
Cairo,Nasr City,30.059022,31.327268,1.0,2
Cairo,Nasr City,30.048133,31.309555,2.0,2
Cairo,Nasr City,30.037823,31.343089,1.0,29
Cairo,Nasr City,30.06865,31.343462,2.0,29
Cairo,Nasr City,30.061573,31.337668,1.0,29
Cairo,Nasr City,30.064017,31.306402,1.0,2
Cairo,Nasr City,30.043623,31.331293,2.0,29
Cairo,Nasr City,30.053078,31.37607,2.0,15
Cairo,Nasr City,30.068125,31.349121,1.0,29
Cairo,Nasr City,30.074334,31.324551,3.0,2
Cairo,Nasr City,30.046385,31.351729,1.0,29
Cairo,Nasr City,30.056744,31.338335,2.0,29
Cairo,Nasr City,30.057131,31.345627,2.0,29
Cairo,Nasr City,30.050807,31.393329,2.0,15
Cairo,Nasr City,30.058933,31.282901,1.0,25
Cairo,Nasr City,30.073347,31.345358,3.0,29
Cairo,Nasr City,30.073913,31.343591,2.0,29
Cairo,Nasr City,30.040085,31.378139,2.0,15
Cairo,Nasr City,30.068236,31.329351,3.0,2
Cairo,Nasr City,30.054883,31.361711,1.0,29
Cairo,Nasr City,30.07853909,31.34457206,1.0,29
Cairo,Nasr City,30.08405197,31.32785804,3.0,2
Cairo,Nasr City,30.073438,31.317856,3.0,2
Cairo,Nasr City,30.083331,31.328934,3.0,2
Cairo,Nasr City,30.073239,31.300957,3.0,7
Cairo,Nasr City,30.07937,31.318807,1.0,2
Cairo,Nasr City,30.057762,31.324584,1.0,2
Cairo,Nasr City,30.079447,31.318632,1.0,2
Cairo,Nasr City,30.07833124,31.32670017,3.0,2
Cairo,Nasr City,30.06063514,31.33719443,3.0,29
Cairo,Nasr City,30.06220236,31.34481454,1.0,29
Cairo,Nasr City,30.07841278,31.31827284,1.0,2
Cairo,Nasr City,30.08118229,31.32810179,3.0,2
Cairo,Nasr City,30.068404,31.34269332,3.0,29
Cairo,Nasr City,30.08061,31.408165,3.0,26
Cairo,Nasr City,30.058529,31.302285,3.0,2
Cairo,Nasr City,29.98573,31.357187,3.0,9
Cairo,Nasr City,30.074058,31.343571,1.0,29
Cairo,Nasr City,30.050569,31.356527,1.0,29
Cairo,Nasr City,30.052775,31.331613,1.0,29
Cairo,Nasr City,30.062789,31.360657,2.0,29
Cairo,Nasr City,30.080305,31.464497,3.0,21
Cairo,Nasr City,30.052837,31.378348,2.0,15
Cairo,Nasr City,30.051949,31.342487,2.0,29
Cairo,Nasr City,30.080954,31.334259,1.0,2
Cairo,Nasr City,30.081625,31.328815,2.0,2
Cairo,Nasr City,30.086085,31.347757,1.0,10
Cairo,Nasr City,30.061185,31.332125,1.0,29
Cairo,Nasr City,30.021804,31.374261,3.0,15
Cairo,Nasr City,30.021116,31.373844,3.0,15
Cairo,Nasr City,30.050854,31.379461,1.0,15
Cairo,Nasr City,30.049008,31.399206,1.0,15
Cairo,Nasr City,30.060746,31.300799,1.0,7
Cairo,Nasr City,30.079793,31.327045,1.0,2
Cairo,Nasr City,30.072645,31.357945,1.0,29
Cairo,Nasr City,30.072622,31.358137,1.0,29
Cairo,Nasr City,30.038474,31.341186,3.0,29
Cairo,Nasr City,30.10082726,31.37601417,3.0,5
Cairo,Nasr City,30.081028,31.330002,2.0,2
Cairo,Nasr City,30.05925054,31.32563954,2.0,2
Cairo,Nasr City,30.05874107,31.30404921,2.0,2
Cairo,Nasr City,30.066072,31.323309,3.0,2
Cairo,Nasr City,30.06606,31.298696,3.0,7
Cairo,Nasr City,30.075947,31.32026,3.0,2
Cairo,Nasr City,30.057548,31.29088,3.0,7
Cairo,Nasr City,30.048827,31.380462,3.0,15
Cairo,New Cairo,29.9968665,31.4205009,3.0,23
Cairo,New Cairo,30.041046,31.490683,1.0,6
Cairo,New Cairo,30.029479,31.410052,3.0,15
Cairo,New Cairo,30.008313,31.400813,3.0,9
Cairo,New Cairo,30.021021,31.434115,1.0,23
Cairo,New Cairo,30.019252,31.435919,1.0,23
Cairo,New Cairo,30.017033,31.433653,1.0,23
Cairo,New Cairo,30.020047,31.466243,1.0,6
Cairo,New Cairo,30.027783,31.488614,3.0,6
Cairo,New Cairo,30.074185,31.503761,3.0,21
Cairo,New Cairo,30.006726,31.455715,1.0,23
Cairo,New Cairo,30.022105,31.424526,1.0,23
Cairo,New Cairo,30.049453,31.441789,3.0,26
Cairo,New Cairo,30.017765,31.527389,1.0,6
Cairo,New Cairo,30.015194,31.499974,3.0,6
Cairo,New Cairo,30.010305,31.437537,1.0,23
Cairo,New Cairo,30.080305,31.464497,1.0,21
Cairo,New Cairo,30.05312628,31.43020868,3.0,26
Cairo,New Cairo,30.05318408,31.48848524,3.0,21
Cairo,New Cairo,30.05009922,31.51482295,3.0,21
Cairo,New Cairo,30.0765279,31.45310821,3.0,26
Cairo,New Cairo,30.02125284,31.49060271,3.0,6
Cairo,New Cairo,30.04224101,31.47533565,3.0,6
Cairo,New Cairo,30.01874086,31.42971237,1.0,23
Cairo,New Cairo,30.02597769,31.48171885,3.0,6
Cairo,New Cairo,30.029769,31.407076,3.0,15
Cairo,New Cairo,30.061023,31.418379,3.0,26
Cairo,New Cairo,30.073466,31.432398,3.0,26
Cairo,New Cairo,30.033171,31.511093,1.0,6
Cairo,New Cairo,30.006031,31.426481,1.0,23
Cairo,New Cairo,30.018865,31.480086,1.0,6
Cairo,New Cairo,30.029211,31.496333,1.0,6
Cairo,New Cairo,30.063762,31.467606,1.0,21
Cairo,New Cairo,30.061628,31.444981,1.0,26
Cairo,New Cairo,30.02585,31.495893,1.0,6
Cairo,New Cairo,30.020854,31.495367,1.0,6
Cairo,New Cairo,30.034653,31.485262,3.0,6
Cairo,New Cairo,30.004308,31.424826,1.0,23
Cairo,New Cairo,30.003282,31.421397,1.0,23
Cairo,New Cairo,30.031813,31.475695,1.0,6
Cairo,New Cairo,30.05758644,31.50922046,3.0,21
Cairo,New Cairo,30.003282,31.421397,1.0,23
Cairo,New Cairo,30.00288576,31.42443605,3.0,23
Cairo,New Cairo,30.00621817,31.42522886,1.0,23
Cairo,New Cairo,30.0277774,31.40709366,3.0,15
Cairo,New Cairo,30.2136625,31.68213934,1.0,12
Cairo,New Cairo,30.02558063,31.45554631,3.0,23
Cairo,New Cairo,30.10544942,31.63057253,3.0,3
Cairo,New Cairo,30.01757676,31.53391574,3.0,6
Cairo,New Cairo,30.00300663,31.52062134,3.0,6
Cairo,New Cairo,30.01385437,31.50101486,3.0,6
Cairo,New Cairo,30.07990991,31.45414733,3.0,26
Cairo,New Cairo,29.99550971,31.39564854,3.0,9
Cairo,New Cairo,30.00672604,31.45571497,1.0,23
Cairo,New Cairo,30.04583368,31.48427937,3.0,6
Cairo,New Cairo,30.02848752,31.4978628,3.0,6
Cairo,New Cairo,30.09872355,31.64426163,3.0,3
Cairo,New Cairo,30.08857014,31.64786805,3.0,3
Cairo,New Cairo,30.08232406,31.64713042,3.0,3
Cairo,New Cairo,30.08457234,31.63764081,1.0,3
Cairo,New Cairo,30.09600892,31.64068274,1.0,3
Cairo,New Cairo,30.02750667,31.4784308,3.0,6
Cairo,New Cairo,30.028048,31.4773422,3.0,6
Cairo,New Cairo,30.06662755,31.49710406,1.0,21
Cairo,New Cairo,30.041046,31.490683,1.0,6
Cairo,New Cairo,30.031813,31.475695,1.0,6
Cairo,New Cairo,30.015194,31.499974,3.0,6
Cairo,New Cairo,30.029211,31.496333,2.0,6
Cairo,New Cairo,30.029769,31.407076,3.0,15
Cairo,New Cairo,30.020047,31.466243,2.0,6
Cairo,New Cairo,30.061023,31.418379,3.0,26
Cairo,New Cairo,30.017033,31.433653,2.0,23
Cairo,New Cairo,30.004308,31.424826,1.0,23
Cairo,New Cairo,30.018865,31.480086,1.0,6
Cairo,New Cairo,30.006031,31.426481,2.0,23
Cairo,New Cairo,30.016703,31.41206,3.0,23
Cairo,New Cairo,30.010305,31.437537,1.0,23
Cairo,New Cairo,30.033171,31.511093,1.0,6
Cairo,New Cairo,30.017765,31.527389,2.0,6
Cairo,New Cairo,30.061628,31.444981,2.0,26
Cairo,New Cairo,30.01707395,31.43144208,3.0,23
Cairo,New Cairo,29.97634261,31.54357526,3.0,19
Cairo,New Cairo,30.03029331,31.45698432,1.0,23
Cairo,New Cairo,30.12849917,31.29653226,3.0,16
Cairo,New Cairo,30.063762,31.467606,1.0,21
Cairo,New Cairo,30.01878575,31.42543817,3.0,23
Cairo,New Cairo,30.06358386,31.46763178,3.0,21
Cairo,New Cairo,30.0130817,31.44017426,3.0,23
Cairo,New Cairo,30.015814,31.48428,3.0,6
Cairo,New Cairo,30.01083344,31.44111104,3.0,23
Cairo,New Cairo,30.06490018,31.53883243,3.0,21
Cairo,New Cairo,30.02931247,31.42285061,1.0,23
