governate,area,lat,lng,services
Alexandria,El-Seyouf,31.23424504,29.99290858,3.0
Alexandria,El-Seyouf,31.223311,29.989522,1.0
Alexandria,El-Seyouf,31.24582503,29.99034465,3.0
Alexandria,El-Seyouf,31.223311,29.989522,2.0
Alexandria,El-Seyouf,31.223311,29.989522,2.0
Alexandria,Fleming,31.237074,29.957522,1.0
Alexandria,Fleming,31.238145,29.961922,1.0
Alexandria,Fleming,31.23372,29.949506,1.0
Alexandria,Fleming,31.24007523,29.95591113,1.0
Alexandria,Fleming,31.23372,29.949506,2.0
Alexandria,Free Zone,31.200292,29.874015,1.0
Alexandria,Free Zone,31.198353,29.882157,1.0
Alexandria,Free Zone,31.170455,29.871485,1.0
Alexandria,Free Zone,31.201067,29.880585,1.0
Alexandria,Free Zone,31.198353,29.882157,2.0
Alexandria,Free Zone,31.170455,29.871485,2.0
Alexandria,Free Zone,31.200292,29.874015,2.0
Alexandria,Free Zone,31.198353,29.882157,2.0
Alexandria,Glim,31.241816,29.9652,1.0
Alexandria,Glim,31.239543,29.960454,3.0
Alexandria,Glim,31.239543,29.960454,3.0
Alexandria,Glim,31.241816,29.9652,2.0
Alexandria,Glim,31.241816,29.9652,2.0
Alexandria,Karmouz,31.203541,29.87492,1.0
Alexandria,Karmouz,31.18140822,29.90456065,1.0
Alexandria,Karmouz,31.203541,29.87492,2.0
Alexandria,Karmouz,31.181432,29.897295,1.0
Alexandria,King Mariout,31.026001,29.776252,1.0
Alexandria,King Mariout,31.016542,29.759929,1.0
Alexandria,King Mariout,30.999926,29.733273,3.0
Alexandria,King Mariout,30.999926,29.733273,3.0
Alexandria,King Mariout,31.026001,29.776252,2.0
Alexandria,King Mariout,31.016542,29.759929,2.0
Alexandria,Loran,31.27883055,30.01111865,3.0
Alexandria,Loran,31.243763,29.968977,1.0
Alexandria,Loran,31.246028,29.966628,1.0
Alexandria,Loran,31.245433,29.966715,3.0
Alexandria,Loran,31.245433,29.966715,3.0
Alexandria,Loran,31.243763,29.968977,2.0
Alexandria,Loran,31.245433,29.966715,3.0
Alexandria,Loran,31.243763,29.968977,2.0
Alexandria,Loran,31.246028,29.966628,2.0
Alexandria,Mahatet El Raml,31.196528,29.896419,1.0
Alexandria,Mahatet El Raml,31.19573776,29.89956485,3.0
Alexandria,Mahatet El Raml,31.196122,29.899129,1.0
Alexandria,Mahatet El Raml,31.1970895,29.89839497,3.0
Alexandria,Mahatet El Raml,31.196437,29.900379,2.0
Alexandria,Miami,31.265602,29.998212,1.0
Alexandria,Miami,31.267477,29.989665,1.0
Alexandria,Miami,31.27062994,29.99449947,3.0
Alexandria,Miami,31.268295,29.995392,1.0
Alexandria,Miami,31.268277,29.995406,1.0
Alexandria,Miami,31.268295,29.995392,3.0
Alexandria,Miami,31.267477,29.989665,2.0
Alexandria,Miami,31.256579,29.991957,2.0
Alexandria,Miami,31.265602,29.998212,3.0
Alexandria,Miami,31.268277,29.995406,2.0
Alexandria,Mina Albasal,31.171299,29.8825,3.0
Alexandria,Mina Albasal,31.16880033,29.88096196,1.0
Alexandria,Mina Albasal,31.17831949,29.87554061,1.0
Alexandria,Mina Albasal,31.171299,29.8825,3.0
Alexandria,Mina Albasal,31.17057899,29.88035181,3.0
Alexandria,Mina Albasal,31.16333635,29.88756811,2.0
Alexandria,Mina Albasal,31.163368,29.88764336,2.0
Alexandria,Moharam Bek,31.186159,29.902449,1.0
Alexandria,Moharam Bek,31.229727,29.983247,1.0
Alexandria,Moharam Bek,31.190185,29.928103,1.0
Alexandria,Moharam Bek,31.195494,29.913398,1.0
Alexandria,Moharam Bek,31.18571996,29.90261065,3.0
Alexandria,Moharam Bek,31.19350132,29.91368355,3.0
Alexandria,Moharam Bek,31.169119,29.93065,3.0
Alexandria,Moharam Bek,31.170117,29.929812,1.0
Alexandria,Moharam Bek,31.1691189,29.93064978,1.0
Alexandria,Moharam Bek,31.16779581,29.93106319,3.0
Alexandria,Moharam Bek,31.18774457,29.93818796,3.0
Alexandria,Moharam Bek,31.170117,29.929812,2.0
Alexandria,Moharam Bek,31.195494,29.913398,2.0
Alexandria,Moharam Bek,31.170117,29.929812,2.0
Alexandria,Moharam Bek,31.186159,29.902449,2.0
Alexandria,Moharam Bek,31.229727,29.983247,2.0
Alexandria,Moharam Bek,31.190185,29.928103,2.0
Alexandria,Moharam Bek,31.190614,29.904658,3.0
Alexandria,Moharam Bek,31.186159,29.902449,2.0
Alexandria,North Coast,30.835694,28.960557,1.0
Alexandria,North Coast,30.974608,29.563207,1.0
Alexandria,North Coast,31.016217,29.634942,1.0
Alexandria,North Coast,31.017048,29.637791,1.0
Alexandria,North Coast,30.956641,28.769156,3.0
Alexandria,North Coast,30.930344,29.473796,2.0
Alexandria,North Coast,30.876663,29.356526,1.0
Alexandria,North Coast,30.978234,29.57327,1.0
Alexandria,North Coast,30.909469,29.433593,1.0
Alexandria,North Coast,31.00635916,29.63809571,3.0
Alexandria,North Coast,30.99453118,29.59897575,3.0
Alexandria,North Coast,31.016217,29.634942,2.0
Alexandria,North Coast,31.016217,29.634942,2.0
Alexandria,North Coast,31.017048,29.637791,2.0
Alexandria,North Coast,30.974608,29.563207,2.0
Alexandria,North Coast,31.082603,28.028777,2.0
Alexandria,North Coast,30.930344,29.473796,3.0
Alexandria,Roshdy,31.22917466,29.95082242,1.0
Alexandria,Roshdy,31.231924,29.946107,3.0
Alexandria,Roshdy,31.231924,29.946107,2.0
Alexandria,Roshdy,31.22493026,29.9491486,3.0
Alexandria,Semouha,31.21220563,29.9467783,3.0
Alexandria,Semouha,31.216834,29.94553,1.0
Alexandria,Semouha,31.21222571,29.94676772,1.0
Alexandria,Semouha,31.209609,29.948049,1.0
Alexandria,Semouha,31.214339,29.93917,1.0
Alexandria,Semouha,31.2079789,29.93533629,2.0
Alexandria,Semouha,31.21579266,29.94569666,1.0
Alexandria,Semouha,31.21912283,29.94448886,1.0
Alexandria,Semouha,31.20547815,29.96658652,1.0
Alexandria,Semouha,31.20832798,29.94845004,3.0
Alexandria,Semouha,31.21777724,29.95405601,3.0
Alexandria,Semouha,31.20777398,29.93505639,3.0
Alexandria,Semouha,31.209609,29.948049,2.0
Alexandria,Semouha,31.20989396,29.96540157,3.0
Alexandria,Semouha,31.21288367,29.94960012,3.0
Alexandria,Semouha,31.214339,29.93917,2.0
Alexandria,Semouha,31.216834,29.94553,2.0
Alexandria,Semouha,31.214339,29.93917,2.0
Alexandria,Semouha,31.216834,29.94553,2.0
Alexandria,Semouha,31.215786,29.939907,2.0
Alexandria,Shatby,31.207087,29.910795,1.0
Alexandria,Shatby,31.20861,29.913133,1.0
Alexandria,Shatby,31.207087,29.910795,2.0
Alexandria,Shatby,31.20861,29.913133,2.0
Alexandria,Sidi Beshr,31.262575,29.992491,1.0
Alexandria,Sidi Beshr,31.2478742,29.98064341,1.0
Alexandria,Sidi Beshr,31.262186,29.991982,1.0
Alexandria,Sidi Beshr,31.256472,29.978475,3.0
Alexandria,Sidi Beshr,31.263926,29.989057,2.0
Alexandria,Sidi Beshr,31.262575,29.992491,2.0
Alexandria,Sidi Beshr,31.262186,29.991982,2.0
Alexandria,Sidi Gaber,31.21919759,29.94266286,1.0
Alexandria,Sidi Gaber,31.247658,29.968053,1.0
Alexandria,Sidi Gaber,31.21889042,29.94194917,3.0
Alexandria,Sidi Gaber,31.229429,29.942002,3.0
Alexandria,Sidi Gaber,31.224547,29.942063,1.0
Alexandria,Sidi Gaber,31.225153,29.941699,1.0
Alexandria,Sidi Gaber,31.221283,29.942607,1.0
Alexandria,Sidi Gaber,31.23174,29.944669,1.0
Alexandria,Sidi Gaber,31.21403199,29.96862597,2.0
Alexandria,Sidi Gaber,31.2134636,29.9286509,3.0
Alexandria,Sidi Gaber,31.223521,29.93848354,3.0
Alexandria,Sidi Gaber,31.21900006,29.94234857,3.0
Alexandria,Sidi Gaber,31.205287,29.966553,3.0
Alexandria,Sidi Gaber,31.229429,29.942002,3.0
Alexandria,Sidi Gaber,31.247658,29.968053,2.0
Alexandria,Sidi Gaber,31.247658,29.968053,2.0
Alexandria,Sidi Gaber,31.221283,29.942607,2.0
Alexandria,Sidi Gaber,31.224547,29.942063,2.0
Alexandria,Sidi Gaber,31.225153,29.941699,2.0
Alexandria,Sidi Gaber,31.197593,29.945226,2.0
Alexandria,Sizostrees,31.19715255,29.89827627,1.0
Alexandria,Sporting,31.220355,29.931113,1.0
Alexandria,Sporting,31.217849,29.928639,1.0
Alexandria,Sporting,31.217849,29.928639,2.0
Alexandria,Sporting,31.217849,29.928639,2.0
Alexandria,Sporting,31.220355,29.931113,2.0
Alexandria,Victoria,31.24996,29.975313,3.0
Alexandria,Victoria,31.24996,29.975313,3.0
Alexandria,Victoria,31.24996,29.975313,3.0
Alexandria,Wenget,31.22987515,29.95448387,1.0
Alexandria,Wenget,31.229026,29.957179,1.0
Alexandria,Wenget,31.22942831,29.95654298,1.0
Alexandria,Wenget,31.229026,29.957179,2.0
Assiut,Abanob,27.2658259,31.15793879,1.0
Assiut,Abanob,27.264931,31.148626,2.0
Assiut,Abou Tig,27.05310126,31.31595355,3.0
Assiut,Al Quseyya,27.43953532,30.8273281,3.0
Assiut,Al Quseyya,27.43814448,30.81668944,1.0
Assiut,Al Quseyya,27.43781146,30.8276608,1.0
Assiut,Al Quseyya,27.439218,30.81883979,1.0
Assiut,Al Quseyya,27.43968148,30.82232463,1.0
Assiut,Al Quseyya,27.43977534,30.82230266,1.0
Assiut,Al Quseyya,27.44144447,30.82020479,1.0
Assiut,Al Quseyya,27.43968721,30.82506395,1.0
Assiut,Assiut,27.18400093,31.19580872,1.0
Assiut,Assiut,27.19548827,31.17679231,1.0
Assiut,Assiut,27.17918631,31.18205959,1.0
Assiut,Assiut,27.18712744,31.18924921,1.0
Assiut,Assiut,27.18526101,31.17127526,1.0
Assiut,Assiut,27.1838221,31.16886305,1.0
Assiut,Assiut,27.18374922,31.16880784,1.0
Assiut,Assiut,27.19207954,31.18616168,1.0
Assiut,Assiut,27.18929654,31.17595141,1.0
Assiut,Assiut,27.17827722,31.18616118,1.0
Assiut,Assiut,27.18690223,31.17979978,3.0
Assiut,Assiut,27.1874485,31.17418336,1.0
Assiut,Assiut,27.18867369,31.16647667,1.0
Assiut,Assiut,27.18433966,31.16835757,3.0
Assiut,Assiut,27.19791636,31.17385039,1.0
Assiut,Assiut,27.1844315,31.19525518,1.0
Assiut,Assiut,27.18057437,31.18771727,1.0
Assiut,Assiut,27.19731125,31.18581102,1.0
Assiut,Assiut,27.19792152,31.1843331,1.0
Assiut,Assiut,27.18254169,31.19656675,1.0
Assiut,Assiut,27.19145236,31.18973844,1.0
Assiut,Assiut,27.19137565,31.18974081,1.0
Assiut,Assiut,27.18102219,31.18746216,1.0
Assiut,Assiut,27.19433507,31.18660671,1.0
Assiut,Assiut,27.18387924,31.19590184,1.0
Assiut,Assiut,27.1932679,31.1795801,1.0
Assiut,Assiut,27.18393283,31.19586083,1.0
Assiut,Assiut,27.16777802,31.17785892,1.0
Assiut,Assiut,27.18556716,31.16394336,1.0
Assiut,Assiut,27.1851536,31.16692162,1.0
Assiut,Assiut,27.18439856,31.16725441,1.0
Assiut,Assiut,27.18152804,31.19080767,1.0
Assiut,Assiut,27.19633785,31.18515719,1.0
Assiut,Assiut,27.18330279,31.18583587,1.0
Assiut,Assiut,27.19890094,31.18521968,1.0
Assiut,Assiut,27.18007947,31.02266292,1.0
Assiut,Assiut,27.190201,31.186202,2.0
Assiut,Assiut,27.190857,31.186045,2.0
Assiut,Assiut,27.189487,31.185845,2.0
Assiut,Assiut,27.182268,31.18696,2.0
Assiut,Assiut,27.186976,31.179728,3.0
Assiut,Assiut Algadida,27.27181631,31.29082245,3.0
Assiut,Dairut,27.55740089,30.81600975,2.0
Assiut,Dairut,27.55374407,30.80804464,1.0
Assiut,Dairut,27.55740742,30.81607571,1.0
Assiut,Dairut,27.55135979,30.81289065,1.0
Assiut,Dairut,27.47393499,30.82512873,3.0
Assiut,Dairut,27.54771,30.811633,3.0
Assiut,Dairut,27.54758627,30.81167131,3.0
Assiut,El Fath,27.20533824,31.19337134,1.0
Assiut,Manfalut,27.30834417,30.96605765,1.0
Assiut,Manfalut,27.20343975,30.99665661,3.0
Assiut,Manfalut,27.30827966,30.96938791,2.0
Assiut,Manfalut,27.30914,30.968783,3.0
Assiut,Manfalut,27.308347,30.966059,3.0
Assiut,Sahel Selim,27.05837569,31.34049041,1.0
Assiut,Sahel Selim,27.06000313,31.34195195,1.0
Assiut,Sahel Selim,27.05904905,31.34111472,2.0
Assiut,Sedfa,26.96732163,31.38412036,3.0
Assiut,Sedfa,26.96364768,31.37728354,1.0
Assiut,Sedfa,26.96651067,31.38487023,1.0
Aswan,Abu Simbel,22.34042972,31.61450623,3.0
Aswan,Abu Simbel,22.34850694,31.61642314,1.0
Aswan,Abu Simbel,22.3376639,31.62333461,3.0
Aswan,Abu Simbel,22.34850694,31.61642314,1.0
Aswan,Abu Simbel,22.3376639,31.62333461,1.0
Aswan,Aswan,24.09722379,32.89825163,1.0
Aswan,Aswan,24.09437334,32.8979862,1.0
Aswan,Aswan,24.09478724,32.90520557,1.0
Aswan,Aswan,24.0920201,32.89577538,1.0
Aswan,Aswan,24.09315737,32.90377831,1.0
Aswan,Aswan,24.09278849,32.89647103,3.0
Aswan,Aswan,24.05730478,32.88279592,3.0
Aswan,Aswan,24.09882342,32.90176274,1.0
Aswan,Aswan,24.09992416,32.90237821,1.0
Aswan,Aswan,24.0958139,32.89992016,3.0
Aswan,Aswan,24.07307803,32.88818552,1.0
Aswan,Aswan,24.10713071,32.90053302,1.0
Aswan,Aswan,24.08735444,32.89317654,1.0
Aswan,Aswan,23.97084113,32.87758559,1.0
Aswan,Aswan,24.0863166,32.90802333,1.0
Aswan,Aswan,24.09951335,32.90210935,1.0
Aswan,Aswan,24.09312883,32.90339857,1.0
Aswan,Aswan,24.09921611,32.89901099,1.0
Aswan,Aswan,24.08512185,32.89151333,3.0
Aswan,Aswan,24.08120891,32.89200278,1.0
Aswan,Aswan,24.0628031,32.884378,3.0
Aswan,Aswan,24.08436708,32.89110549,1.0
Aswan,Aswan,24.10006523,32.9004554,3.0
Aswan,Aswan,24.08753622,32.89647019,3.0
Aswan,Aswan,24.11695677,32.90096842,2.0
Aswan,Aswan,24.09437334,32.8979862,1.0
Aswan,Aswan,24.09312883,32.90339857,1.0
Aswan,Aswan,24.09315737,32.90377831,1.0
Aswan,Aswan,24.09921611,32.89901099,1.0
Aswan,Aswan,24.08512185,32.89151333,1.0
Aswan,Aswan,24.07307803,32.88818552,1.0
Aswan,Aswan,24.08120891,32.89200278,1.0
Aswan,Aswan,24.0628031,32.884378,1.0
Aswan,Aswan,24.09478724,32.90520557,1.0
Aswan,Aswan,24.0863166,32.90802333,1.0
Aswan,Aswan,24.0920201,32.89577538,1.0
Aswan,Aswan,24.10713071,32.90053302,1.0
Aswan,Aswan,24.0958139,32.89992016,1.0
Aswan,Aswan,24.08436708,32.89110549,1.0
Aswan,Aswan,23.97084113,32.87758559,1.0
Aswan,Aswan,23.963547,32.824228,1.0
Aswan,Aswan,24.109023,32.901236,3.0
Aswan,Aswan Algadida,24.18187472,32.85059728,3.0
Aswan,Draow,24.41004134,32.92668034,1.0
Aswan,Draow,24.40520544,32.92731861,1.0
Aswan,Draow,24.40661403,32.92675734,2.0
Aswan,Draow,24.44736427,32.91654938,3.0
Aswan,Draow,24.41175383,32.92724376,3.0
Aswan,Draow,24.40520544,32.92731861,1.0
Aswan,Draow,24.466917,32.869146,3.0
Aswan,Edfu,24.97940531,32.87998284,1.0
Aswan,Edfu,24.97777226,32.87575629,3.0
Aswan,Edfu,24.97935378,32.87738895,1.0
Aswan,Edfu,25.08647492,32.84207206,1.0
Aswan,Edfu,25.04230981,32.85863589,1.0
Aswan,Edfu,24.97784907,32.88165831,1.0
Aswan,Edfu,25.01642173,32.87111689,1.0
Aswan,Edfu,25.0628877,32.83404837,1.0
Aswan,Edfu,25.06952169,32.86271916,1.0
Aswan,Edfu,24.97982633,32.88074186,2.0
Aswan,Edfu,24.99283213,32.90676507,2.0
Aswan,Edfu,25.04230981,32.85863589,1.0
Aswan,Edfu,24.99041775,32.88932005,1.0
Aswan,Edfu,24.93281738,32.9027742,3.0
Aswan,Edfu,24.9797644,32.87993227,3.0
Aswan,Edfu,24.92676127,32.8580406,3.0
Aswan,Edfu,24.97935378,32.87738895,1.0
Aswan,Edfu,25.06952169,32.86271916,1.0
Aswan,Edfu,24.97940531,32.87998284,1.0
Aswan,Edfu,25.0628877,32.83404837,1.0
Aswan,Edfu,25.08647492,32.84207206,1.0
Aswan,Edfu,25.01642173,32.87111689,1.0
Aswan,Edfu,24.911662,32.882407,3.0
Aswan,Kom Ombo,24.47707939,32.94871867,1.0
Aswan,Kom Ombo,24.4757042,32.94345433,1.0
Aswan,Kom Ombo,24.47928889,32.94309971,1.0
Aswan,Kom Ombo,24.73880782,32.94043787,1.0
Aswan,Kom Ombo,24.47887908,32.94377731,1.0
Aswan,Kom Ombo,24.47661505,32.94787025,1.0
Aswan,Kom Ombo,24.47671591,32.94884801,1.0
Aswan,Kom Ombo,24.47548378,32.94790418,2.0
Aswan,Kom Ombo,24.47601931,32.95048935,1.0
Aswan,Kom Ombo,24.47654743,32.94425516,1.0
Aswan,Kom Ombo,24.73880782,32.94043787,1.0
Aswan,Kom Ombo,24.4757042,32.94345433,1.0
Aswan,Kom Ombo,24.47887908,32.94377731,1.0
Aswan,Kom Ombo,24.47661505,32.94787025,1.0
Aswan,Kom Ombo,24.4780657,32.94722857,2.0
Aswan,Kom Ombo,24.47525,32.942907,3.0
Aswan,Nasr El Noba,24.54051595,33.03392406,1.0
Aswan,Nasr El Noba,24.62356122,32.94917422,1.0
Aswan,Nasr El Noba,24.63108694,32.9488603,1.0
Aswan,Nasr El Noba,24.5455454,33.03926312,1.0
Aswan,Nasr El Noba,24.54155444,33.03492729,1.0
Aswan,Nasr El Noba,24.54158392,33.035257,3.0
Aswan,Nasr El Noba,24.54051595,33.03392406,1.0
Aswan,Nasr El Noba,24.5455454,33.03926312,1.0
Aswan,Nasr El Noba,24.63108694,32.9488603,1.0
Aswan,Nasr El Noba,24.541593,33.034906,3.0
Beni Suef,Ahnasia,29.09317909,30.95394899,1.0
Beni Suef,Ahnasia,29.0244,30.905135,3.0
Beni Suef,Al Fashn,28.82091689,30.90268724,1.0
Beni Suef,Al Fashn,28.750258,30.874028,1.0
Beni Suef,Al Fashn,28.781578,30.822385,1.0
Beni Suef,Al Fashn,28.826764,30.90228,1.0
Beni Suef,Al Fashn,28.86787,30.837359,1.0
Beni Suef,Al Fashn,28.82095926,30.90270962,1.0
Beni Suef,Al Fashn,28.74936526,30.8692434,1.0
Beni Suef,Al Fashn,28.832456,30.901494,1.0
Beni Suef,Al Fashn,28.819776,30.905286,1.0
Beni Suef,Al Fashn,28.86787,30.837359,1.0
Beni Suef,Al Fashn,28.781578,30.822385,1.0
Beni Suef,Al Fashn,28.826764,30.90228,1.0
Beni Suef,Al Fashn,28.814798,30.813137,3.0
Beni Suef,Al Wasta,29.237013,31.191731,1.0
Beni Suef,Al Wasta,29.30261,31.167119,1.0
Beni Suef,Al Wasta,29.341538,31.203292,1.0
Beni Suef,Al Wasta,29.347493,31.203995,1.0
Beni Suef,Al Wasta,29.34302165,31.20863056,3.0
Beni Suef,Al Wasta,29.34535932,31.2091556,1.0
Beni Suef,Al Wasta,29.35714367,31.20255485,3.0
Beni Suef,Al Wasta,29.37069224,31.17482108,3.0
Beni Suef,Al Wasta,29.346083,31.111183,3.0
Beni Suef,Al Wasta,29.237013,31.191731,1.0
Beni Suef,Al Wasta,29.341538,31.203292,1.0
Beni Suef,Al Wasta,29.2577987,31.1950593,2.0
Beni Suef,Al Wasta,29.3974957,31.1825006,2.0
Beni Suef,Al Wasta,29.3384801,31.205868,2.0
Beni Suef,Al Wasta,29.34355307,31.20825434,2.0
Beni Suef,Bani Suef,29.07523209,31.09924149,3.0
Beni Suef,Bani Suef,29.07578529,31.09938927,1.0
Beni Suef,Bani Suef,29.346083,31.111183,3.0
Beni Suef,Bani Suef,29.07653124,31.09812348,1.0
Beni Suef,Bani Suef,29.069756,31.087698,1.0
Beni Suef,Bani Suef,29.07149,31.096784,1.0
Beni Suef,Bani Suef,29.076009,31.094765,1.0
Beni Suef,Bani Suef,29.084764,31.103425,1.0
Beni Suef,Bani Suef,29.06355,31.103669,1.0
Beni Suef,Bani Suef,29.074015,31.115,1.0
Beni Suef,Bani Suef,28.984467,31.058246,1.0
Beni Suef,Bani Suef,29.058912,31.096066,1.0
Beni Suef,Bani Suef,29.066067,31.099361,1.0
Beni Suef,Bani Suef,29.07685189,31.08883981,1.0
Beni Suef,Bani Suef,29.07295458,31.11286507,3.0
Beni Suef,Bani Suef,28.984467,31.058246,1.0
Beni Suef,Bani Suef,29.07149,31.096784,1.0
Beni Suef,Bani Suef,29.069756,31.087698,1.0
Beni Suef,Bani Suef,29.074015,31.115,1.0
Beni Suef,Bani Suef,29.066067,31.099361,1.0
Beni Suef,Bani Suef,29.06355,31.103669,1.0
Beni Suef,Bani Suef,29.058912,31.096066,1.0
Beni Suef,Bani Suef,29.084764,31.103425,1.0
Beni Suef,Bani Suef,29.07307401,31.09777519,2.0
Beni Suef,Bani Suef,29.07617935,31.10210917,2.0
Beni Suef,Bani Suef,29.06228688,31.09180597,2.0
Beni Suef,Bani Suef,28.92611349,30.97192963,2.0
Beni Suef,Bani Suef,29.080805,31.103094,3.0
Beni Suef,Bani Suef,29.086179,31.104869,3.0
Beni Suef,Bani Suef elgadida,29.03752604,31.11637966,3.0
Beni Suef,Beba,28.927984,30.9867,1.0
Beni Suef,Beba,28.92304052,30.98342153,3.0
Beni Suef,Beba,28.925276,30.981564,1.0
Beni Suef,Beba,28.92815239,30.98478706,1.0
Beni Suef,Beba,28.92750875,30.98734427,3.0
Beni Suef,Beba,28.9267708,30.9842036,3.0
Beni Suef,Beba,28.927984,30.9867,1.0
Beni Suef,Beba,28.925276,30.981564,1.0
Beni Suef,Nasser,29.14579297,31.13185621,1.0
Beni Suef,Nasser,29.15368177,31.12379545,3.0
Beni Suef,Nasser,29.2001896,31.16251954,3.0
Beni Suef,Nasser,29.15368177,31.12379545,3.0
Beni Suef,Nasser,29.2001896,31.16251954,3.0
Beni Suef,Nasser,29.15368177,31.12379545,3.0
Beni Suef,Nasser,29.2100632,31.1103788,2.0
Beni Suef,Smosta,28.92697,30.856035,1.0
Beni Suef,Smosta,28.92350526,30.86065115,1.0
Beni Suef,Smosta,28.92697,30.856035,1.0
Cairo,15th of May City,29.82874569,31.36742056,3.0
Cairo,15th of May City,29.842563,31.375574,1.0
Cairo,15th of May City,29.82733789,31.36639024,3.0
Cairo,15th of May City,29.83380572,31.35630875,3.0
Cairo,15th of May City,29.90343934,31.30950563,3.0
Cairo,15th of May City,29.842563,31.375574,2.0
Cairo,Abbassia,30.07216576,31.2855653,3.0
Cairo,Abbassia,30.066169,31.279672,1.0
Cairo,Abbassia,30.07101,31.286451,1.0
Cairo,Abbassia,30.071681,31.275023,1.0
Cairo,Abbassia,30.071193,31.283585,1.0
Cairo,Abbassia,30.072515,31.28539,1.0
Cairo,Abbassia,30.062917,31.264821,1.0
Cairo,Abbassia,30.06172467,31.27192604,3.0
Cairo,Abbassia,30.07494,31.287212,1.0
Cairo,Abbassia,30.070792,31.276714,1.0
Cairo,Abbassia,30.06484,31.279304,3.0
Cairo,Abbassia,30.073859,31.293938,3.0
Cairo,Abbassia,30.075703,31.28075,1.0
Cairo,Abbassia,30.077271,31.277646,1.0
Cairo,Abbassia,30.072012,31.283329,1.0
Cairo,Abbassia,30.064883,31.274777,1.0
Cairo,Abbassia,30.082032,31.287465,1.0
Cairo,Abbassia,30.055976,31.27673,1.0
Cairo,Abbassia,30.062422,31.273744,1.0
Cairo,Abbassia,30.07463,31.278334,1.0
Cairo,Abbassia,30.064539,31.281065,1.0
Cairo,Abbassia,30.075004,31.280328,1.0
Cairo,Abbassia,30.077069,31.289238,1.0
Cairo,Abbassia,30.076739,31.288906,1.0
Cairo,Abbassia,30.075395,31.276623,1.0
Cairo,Abbassia,30.073364,31.27684,1.0
Cairo,Abbassia,30.072286,31.276688,1.0
Cairo,Abbassia,30.071591,31.288335,3.0
Cairo,Abbassia,30.071543,31.288413,1.0
Cairo,Abbassia,30.066363,31.285149,3.0
Cairo,Abbassia,30.066387,31.285174,1.0
Cairo,Abbassia,30.072754,31.278841,1.0
Cairo,Abbassia,30.062898,31.284914,1.0
Cairo,Abbassia,30.07472198,31.28057614,1.0
Cairo,Abbassia,30.066363,31.285149,3.0
Cairo,Abbassia,30.073364,31.27684,1.0
Cairo,Abbassia,30.066387,31.285174,1.0
Cairo,Abbassia,30.064539,31.281065,2.0
Cairo,Abbassia,30.071543,31.288413,1.0
Cairo,Abbassia,30.075004,31.280328,1.0
Cairo,Abbassia,30.07463,31.278334,1.0
Cairo,Abbassia,30.075703,31.28075,1.0
Cairo,Abbassia,30.062422,31.273744,2.0
Cairo,Abbassia,30.062917,31.264821,2.0
Cairo,Abbassia,30.070792,31.276714,2.0
Cairo,Abbassia,30.072012,31.283329,3.0
Cairo,Abbassia,30.064883,31.274777,3.0
Cairo,Abbassia,30.082032,31.287465,1.0
Cairo,Abbassia,30.077271,31.277646,1.0
Cairo,Abbassia,30.072515,31.28539,1.0
Cairo,Abbassia,30.075395,31.276623,2.0
Cairo,Abbassia,30.066169,31.279672,1.0
Cairo,Abbassia,30.071681,31.275023,2.0
Cairo,Abbassia,30.072286,31.276688,2.0
Cairo,Abbassia,30.071193,31.283585,1.0
Cairo,Abdeen,30.039189,31.240701,1.0
Cairo,Abdeen,30.03939701,31.24053134,1.0
Cairo,Abdeen,30.044694,31.241252,1.0
Cairo,Abdeen,30.0485388,31.24426943,1.0
Cairo,Abdeen,30.0525326,31.24404837,1.0
Cairo,Abdeen,30.03474332,31.23670033,1.0
Cairo,Abdeen,30.043209,31.247291,1.0
Cairo,Abdeen,30.04554443,31.23715823,3.0
Cairo,Abdeen,30.05045378,31.24631628,3.0
Cairo,Abdeen,30.05142332,31.24243018,3.0
Cairo,Abdeen,30.04942378,31.24535224,3.0
Cairo,Abdeen,30.04005018,31.2367296,3.0
Cairo,Abdeen,30.0467444,31.24306567,1.0
Cairo,Abdeen,30.04806333,31.24416693,3.0
Cairo,Abdeen,30.040106,31.236976,1.0
Cairo,Abdeen,30.040223,31.235749,1.0
Cairo,Abdeen,30.04538,31.244359,1.0
Cairo,Abdeen,30.04725821,31.24254593,1.0
Cairo,Abdeen,30.04900944,31.24422502,1.0
Cairo,Abdeen,30.050892,31.245399,1.0
Cairo,Abdeen,30.041733,31.237285,1.0
Cairo,Abdeen,30.041744,31.237224,1.0
Cairo,Abdeen,29.981782,31.258219,2.0
Cairo,Abdeen,30.04530078,31.24371672,1.0
Cairo,Abdeen,30.04538,31.244359,1.0
Cairo,Abdeen,30.050892,31.245399,2.0
Cairo,Abdeen,30.043209,31.247291,1.0
Cairo,Abdeen,30.044694,31.241252,2.0
Cairo,Abdeen,30.045555,31.241395,2.0
Cairo,Abdeen,30.041675,31.238477,3.0
Cairo,Abdeen,30.051415,31.24243,3.0
Cairo,Ain Shams,30.132631,31.323687,1.0
Cairo,Ain Shams,30.139503,31.326609,1.0
Cairo,Ain Shams,30.126541,31.330057,1.0
Cairo,Ain Shams,30.127901,31.320934,1.0
Cairo,Ain Shams,30.094296,31.344778,1.0
Cairo,Ain Shams,30.13069,31.338008,1.0
Cairo,Ain Shams,30.113412,31.31407,1.0
Cairo,Ain Shams,30.13073,31.318725,1.0
Cairo,Ain Shams,30.125515,31.349041,3.0
