governate,area,lat,lng,services
Cairo,Nasr City,30.073239,31.300957,3.0
Cairo,Nasr City,30.073438,31.317856,1.0
Cairo,Nasr City,30.083331,31.328934,1.0
Cairo,Nasr City,30.07432091,31.31629437,1.0
Cairo,Nasr City,30.068125,31.349121,1.0
Cairo,Nasr City,30.067183,31.335607,1.0
Cairo,Nasr City,30.07937,31.318807,1.0
Cairo,Nasr City,30.079447,31.318632,1.0
Cairo,Nasr City,30.056091,31.299116,1.0
Cairo,Nasr City,30.051949,31.342487,1.0
Cairo,Nasr City,30.070444,31.42687,3.0
Cairo,Nasr City,30.068397,31.319048,1.0
Cairo,Nasr City,30.048133,31.309555,1.0
Cairo,Nasr City,30.052837,31.378348,1.0
Cairo,Nasr City,30.06865,31.343462,1.0
Cairo,Nasr City,30.078683,31.314953,1.0
Cairo,Nasr City,30.060595,31.300652,1.0
Cairo,Nasr City,30.07346706,31.34533415,3.0
Cairo,Nasr City,30.07311234,31.3446828,3.0
Cairo,Nasr City,30.07044448,31.42686961,3.0
Cairo,Nasr City,30.06389743,31.32570881,1.0
Cairo,Nasr City,30.05767962,31.32593967,1.0
Cairo,Nasr City,30.0750136,31.30881313,1.0
Cairo,Nasr City,30.07594681,31.32025992,1.0
Cairo,Nasr City,30.04640789,31.31849154,1.0
Cairo,Nasr City,30.08054248,31.40113886,3.0
Cairo,Nasr City,30.02182888,31.36741371,1.0
Cairo,Nasr City,30.07780453,31.31911304,3.0
Cairo,Nasr City,30.07665516,31.35553021,1.0
Cairo,Nasr City,30.05147142,31.39725793,3.0
Cairo,Nasr City,30.06582717,31.31976267,3.0
Cairo,Nasr City,30.04929874,31.40604925,3.0
Cairo,Nasr City,30.06211033,31.29932324,3.0
Cairo,Nasr City,30.0158817,31.39308645,3.0
Cairo,Nasr City,30.02245391,31.34335268,3.0
Cairo,Nasr City,30.04385111,31.38128734,3.0
Cairo,Nasr City,30.06829986,31.32991213,3.0
Cairo,Nasr City,30.0676093,31.32991116,3.0
Cairo,Nasr City,30.078316,31.347774,3.0
Cairo,Nasr City,30.051033,31.347675,1.0
Cairo,Nasr City,30.062202,31.355811,2.0
Cairo,Nasr City,30.059022,31.327268,1.0
Cairo,Nasr City,30.048133,31.309555,2.0
Cairo,Nasr City,30.037823,31.343089,1.0
Cairo,Nasr City,30.06865,31.343462,2.0
Cairo,Nasr City,30.061573,31.337668,1.0
Cairo,Nasr City,30.064017,31.306402,1.0
Cairo,Nasr City,30.043623,31.331293,2.0
Cairo,Nasr City,30.053078,31.37607,2.0
Cairo,Nasr City,30.068125,31.349121,1.0
Cairo,Nasr City,30.074334,31.324551,3.0
Cairo,Nasr City,30.046385,31.351729,1.0
Cairo,Nasr City,30.056744,31.338335,2.0
Cairo,Nasr City,30.057131,31.345627,2.0
Cairo,Nasr City,30.050807,31.393329,2.0
Cairo,Nasr City,30.058933,31.282901,1.0
Cairo,Nasr City,30.073347,31.345358,3.0
Cairo,Nasr City,30.073913,31.343591,2.0
Cairo,Nasr City,30.040085,31.378139,2.0
Cairo,Nasr City,30.068236,31.329351,3.0
Cairo,Nasr City,30.054883,31.361711,1.0
Cairo,Nasr City,30.07853909,31.34457206,1.0
Cairo,Nasr City,30.08405197,31.32785804,3.0
Cairo,Nasr City,30.073438,31.317856,3.0
Cairo,Nasr City,30.083331,31.328934,3.0
Cairo,Nasr City,30.073239,31.300957,3.0
Cairo,Nasr City,30.07937,31.318807,1.0
Cairo,Nasr City,30.057762,31.324584,1.0
Cairo,Nasr City,30.079447,31.318632,1.0
Cairo,Nasr City,30.07833124,31.32670017,3.0
Cairo,Nasr City,30.06063514,31.33719443,3.0
Cairo,Nasr City,30.06220236,31.34481454,1.0
Cairo,Nasr City,30.07841278,31.31827284,1.0
Cairo,Nasr City,30.08118229,31.32810179,3.0
Cairo,Nasr City,30.068404,31.34269332,3.0
Cairo,Nasr City,30.08061,31.408165,3.0
Cairo,Nasr City,30.058529,31.302285,3.0
Cairo,Nasr City,29.98573,31.357187,3.0
Cairo,Nasr City,30.074058,31.343571,1.0
Cairo,Nasr City,30.050569,31.356527,1.0
Cairo,Nasr City,30.052775,31.331613,1.0
Cairo,Nasr City,30.062789,31.360657,2.0
Cairo,Nasr City,30.080305,31.464497,3.0
Cairo,Nasr City,30.052837,31.378348,2.0
Cairo,Nasr City,30.051949,31.342487,2.0
Cairo,Nasr City,30.080954,31.334259,1.0
Cairo,Nasr City,30.081625,31.328815,2.0
Cairo,Nasr City,30.086085,31.347757,1.0
Cairo,Nasr City,30.061185,31.332125,1.0
Cairo,Nasr City,30.021804,31.374261,3.0
Cairo,Nasr City,30.021116,31.373844,3.0
Cairo,Nasr City,30.050854,31.379461,1.0
Cairo,Nasr City,30.049008,31.399206,1.0
Cairo,Nasr City,30.060746,31.300799,1.0
Cairo,Nasr City,30.079793,31.327045,1.0
Cairo,Nasr City,30.072645,31.357945,1.0
Cairo,Nasr City,30.072622,31.358137,1.0
Cairo,Nasr City,30.038474,31.341186,3.0
Cairo,Nasr City,30.10082726,31.37601417,3.0
Cairo,Nasr City,30.081028,31.330002,2.0
Cairo,Nasr City,30.05925054,31.32563954,2.0
Cairo,Nasr City,30.05874107,31.30404921,2.0
Cairo,Nasr City,30.066072,31.323309,3.0
Cairo,Nasr City,30.06606,31.298696,3.0
Cairo,Nasr City,30.075947,31.32026,3.0
Cairo,Nasr City,30.057548,31.29088,3.0
Cairo,Nasr City,30.048827,31.380462,3.0
Cairo,New Cairo,29.9968665,31.4205009,3.0
Cairo,New Cairo,30.041046,31.490683,1.0
Cairo,New Cairo,30.029479,31.410052,3.0
Cairo,New Cairo,30.008313,31.400813,3.0
Cairo,New Cairo,30.021021,31.434115,1.0
Cairo,New Cairo,30.019252,31.435919,1.0
Cairo,New Cairo,30.017033,31.433653,1.0
Cairo,New Cairo,30.020047,31.466243,1.0
Cairo,New Cairo,30.027783,31.488614,3.0
Cairo,New Cairo,30.074185,31.503761,3.0
Cairo,New Cairo,30.006726,31.455715,1.0
Cairo,New Cairo,30.022105,31.424526,1.0
Cairo,New Cairo,30.049453,31.441789,3.0
Cairo,New Cairo,30.017765,31.527389,1.0
Cairo,New Cairo,30.015194,31.499974,3.0
Cairo,New Cairo,30.010305,31.437537,1.0
Cairo,New Cairo,30.080305,31.464497,1.0
Cairo,New Cairo,30.05312628,31.43020868,3.0
Cairo,New Cairo,30.05318408,31.48848524,3.0
Cairo,New Cairo,30.05009922,31.51482295,3.0
Cairo,New Cairo,30.0765279,31.45310821,3.0
Cairo,New Cairo,30.02125284,31.49060271,3.0
Cairo,New Cairo,30.04224101,31.47533565,3.0
Cairo,New Cairo,30.01874086,31.42971237,1.0
Cairo,New Cairo,30.02597769,31.48171885,3.0
Cairo,New Cairo,30.029769,31.407076,3.0
Cairo,New Cairo,30.061023,31.418379,3.0
Cairo,New Cairo,30.073466,31.432398,3.0
Cairo,New Cairo,30.033171,31.511093,1.0
Cairo,New Cairo,30.006031,31.426481,1.0
Cairo,New Cairo,30.018865,31.480086,1.0
Cairo,New Cairo,30.029211,31.496333,1.0
Cairo,New Cairo,30.063762,31.467606,1.0
Cairo,New Cairo,30.061628,31.444981,1.0
Cairo,New Cairo,30.02585,31.495893,1.0
Cairo,New Cairo,30.020854,31.495367,1.0
Cairo,New Cairo,30.034653,31.485262,3.0
Cairo,New Cairo,30.004308,31.424826,1.0
Cairo,New Cairo,30.003282,31.421397,1.0
Cairo,New Cairo,30.031813,31.475695,1.0
Cairo,New Cairo,30.05758644,31.50922046,3.0
Cairo,New Cairo,30.003282,31.421397,1.0
Cairo,New Cairo,30.00288576,31.42443605,3.0
Cairo,New Cairo,30.00621817,31.42522886,1.0
Cairo,New Cairo,30.0277774,31.40709366,3.0
Cairo,New Cairo,30.2136625,31.68213934,1.0
Cairo,New Cairo,30.02558063,31.45554631,3.0
Cairo,New Cairo,30.10544942,31.63057253,3.0
Cairo,New Cairo,30.01757676,31.53391574,3.0
Cairo,New Cairo,30.00300663,31.52062134,3.0
Cairo,New Cairo,30.01385437,31.50101486,3.0
Cairo,New Cairo,30.07990991,31.45414733,3.0
Cairo,New Cairo,29.99550971,31.39564854,3.0
Cairo,New Cairo,30.00672604,31.45571497,1.0
Cairo,New Cairo,30.04583368,31.48427937,3.0
Cairo,New Cairo,30.02848752,31.4978628,3.0
Cairo,New Cairo,30.09872355,31.64426163,3.0
Cairo,New Cairo,30.08857014,31.64786805,3.0
Cairo,New Cairo,30.08232406,31.64713042,3.0
Cairo,New Cairo,30.08457234,31.63764081,1.0
Cairo,New Cairo,30.09600892,31.64068274,1.0
Cairo,New Cairo,30.02750667,31.4784308,3.0
Cairo,New Cairo,30.028048,31.4773422,3.0
Cairo,New Cairo,30.06662755,31.49710406,1.0
Cairo,New Cairo,30.041046,31.490683,1.0
Cairo,New Cairo,30.031813,31.475695,1.0
Cairo,New Cairo,30.015194,31.499974,3.0
Cairo,New Cairo,30.029211,31.496333,2.0
Cairo,New Cairo,30.029769,31.407076,3.0
Cairo,New Cairo,30.020047,31.466243,2.0
Cairo,New Cairo,30.061023,31.418379,3.0
Cairo,New Cairo,30.017033,31.433653,2.0
Cairo,New Cairo,30.004308,31.424826,1.0
Cairo,New Cairo,30.018865,31.480086,1.0
Cairo,New Cairo,30.006031,31.426481,2.0
Cairo,New Cairo,30.016703,31.41206,3.0
Cairo,New Cairo,30.010305,31.437537,1.0
Cairo,New Cairo,30.033171,31.511093,1.0
Cairo,New Cairo,30.017765,31.527389,2.0
Cairo,New Cairo,30.061628,31.444981,2.0
Cairo,New Cairo,30.01707395,31.43144208,3.0
Cairo,New Cairo,29.97634261,31.54357526,3.0
Cairo,New Cairo,30.03029331,31.45698432,1.0
Cairo,New Cairo,30.12849917,31.29653226,3.0
Cairo,New Cairo,30.063762,31.467606,1.0
Cairo,New Cairo,30.01878575,31.42543817,3.0
Cairo,New Cairo,30.06358386,31.46763178,3.0
Cairo,New Cairo,30.0130817,31.44017426,3.0
Cairo,New Cairo,30.015814,31.48428,3.0
Cairo,New Cairo,30.01083344,31.44111104,3.0
Cairo,New Cairo,30.06490018,31.53883243,3.0
Cairo,New Cairo,30.02931247,31.42285061,1.0
Cairo,New Cairo,30.008313,31.400813,3.0
Cairo,New Cairo,30.021021,31.434115,1.0
Cairo,New Cairo,30.074185,31.503761,3.0
Cairo,New Cairo,30.022105,31.424526,1.0
Cairo,New Cairo,30.020854,31.495367,1.0
Cairo,New Cairo,30.073466,31.432398,3.0
Cairo,New Cairo,30.019252,31.435919,1.0
Cairo,New Cairo,30.034653,31.485262,1.0
Cairo,New Cairo,30.049481,31.441845,3.0
Cairo,New Cairo,30.028048,31.477342,3.0
Cairo,New Cairo,30.059274,31.444113,3.0
Cairo,New Cairo,30.016703,31.41206,3.0
Cairo,New Capital,29.929662,31.538503,1.0
Cairo,New Capital,30.081036,31.848537,3.0
Cairo,New Capital,30.02637566,31.71086326,1.0
Cairo,New Capital,30.02637566,31.71086326,1.0
Cairo,New Capital,29.929662,31.538503,2.0
Cairo,New Capital,30.02384137,31.72020673,1.0
Cairo,New Capital,30.081036,31.848537,3.0
Cairo,Ramsis,30.06261,31.248379,1.0
Cairo,Ramsis,30.069089,31.267855,1.0
Cairo,Ramsis,30.06057839,31.24587785,1.0
Cairo,Ramsis,30.061171,31.24572,1.0
Cairo,Ramsis,30.069089,31.267855,1.0
Cairo,Ramsis,30.071591,31.288335,1.0
Cairo,Ramsis,30.061171,31.24572,1.0
Cairo,Ramsis,30.06261,31.248379,2.0
Cairo,Rod El Farag,30.073931,31.235516,1.0
Cairo,Rod El Farag,30.081699,31.236658,1.0
Cairo,Rod El Farag,30.0711,31.245006,1.0
Cairo,Rod El Farag,30.073931,31.235516,2.0
Cairo,Rod El Farag,30.07534,31.2286,2.0
Cairo,Rod El Farag,30.081699,31.236658,1.0
Cairo,Saqr Qorish,29.98571,31.287043,1.0
Cairo,Saqr Qorish,29.98458078,31.28444763,1.0
Cairo,Sheraton,30.10773405,31.37924023,1.0
Cairo,Sheraton,30.099976,31.376463,1.0
Cairo,Sheraton,30.106829,31.364755,3.0
Cairo,Sheraton,30.096523,31.382566,1.0
Cairo,Sheraton,30.094947,31.382064,1.0
Cairo,Sheraton,30.09067,31.383709,1.0
Cairo,Sheraton,30.106894,31.365101,1.0
Cairo,Sheraton,30.107001,31.365363,1.0
Cairo,Sheraton,30.10655166,31.37527822,3.0
Cairo,Sheraton,30.10286383,31.38590017,3.0
Cairo,Sheraton,30.096523,31.382566,1.0
Cairo,Sheraton,30.099976,31.376463,1.0
Cairo,Sheraton,30.100491,31.37245,1.0
Cairo,Sheraton,30.09067,31.383709,1.0
Cairo,Shubra Masr,30.0797136,31.24532213,3.0
Cairo,Shubra Masr,30.06900124,31.24504929,3.0
Cairo,Shubra Masr,30.080593,31.245356,1.0
Cairo,Shubra Masr,30.072624,31.252356,1.0
Cairo,Shubra Masr,30.08415351,31.23464369,3.0
Cairo,Shubra Masr,30.09811998,31.24607592,3.0
Cairo,Shubra Masr,30.07429299,31.24975022,3.0
Cairo,Shubra Masr,30.072624,31.252356,2.0
Cairo,Shubra Masr,30.06737713,31.24524989,3.0
Cairo,Shubra Masr,30.080593,31.245356,1.0
Cairo,Shubra Masr,30.0711,31.245006,1.0
Cairo,Tora,29.962686,31.316843,1.0
Cairo,Tora,29.96852765,31.3144743,3.0
Cairo,Tora,29.925974,31.28757,1.0
Cairo,Tora,29.946744,31.272954,1.0
Cairo,Tora,29.936416,31.281419,1.0
Cairo,Tora,29.92921705,31.2816516,3.0
Cairo,Tora,29.94589827,31.26965764,1.0
Cairo,Tora,29.925974,31.28757,1.0
Cairo,Tora,29.946744,31.272954,1.0
Cairo,Tora,29.936416,31.281419,1.0
Cairo,Wadi Houf,29.877064,31.317422,1.0
Cairo,Wadi Houf,29.877064,31.317422,2.0
Cairo,Zamalek,30.05445314,31.21901824,1.0
Cairo,Zamalek,30.05974815,31.21978906,3.0
Cairo,Zamalek,30.0686343,31.217789,3.0
Cairo,Zamalek,30.044997,31.220571,1.0
Cairo,Zamalek,30.0610421,31.21761008,3.0
Cairo,Zamalek,30.04455803,31.22069607,1.0
Cairo,Zamalek,30.044544,31.226786,3.0
Cairo,Zamalek,30.064075,31.219599,1.0
Cairo,Zamalek,30.04739,31.223963,1.0
Cairo,Zamalek,30.057156,31.225345,3.0
Cairo,Zamalek,30.041969,31.224798,1.0
Cairo,Zamalek,30.06347,31.217011,1.0
Cairo,Zamalek,30.05074,31.226001,1.0
Cairo,Zamalek,30.067815,31.216579,1.0
Cairo,Zamalek,30.0456417,31.2203524,3.0
Cairo,Zamalek,30.06373505,31.22075571,3.0
Cairo,Zamalek,30.044997,31.220571,2.0
Cairo,Zamalek,30.0456417,31.2203524,3.0
Cairo,Zamalek,30.0621136,31.21649913,2.0
Cairo,Zamalek,30.041969,31.224798,1.0
Cairo,Zamalek,30.05074,31.226001,2.0
Cairo,Zamalek,30.057156,31.225345,3.0
Cairo,Zamalek,30.04739,31.223963,2.0
Cairo,Zamalek,30.044544,31.226786,3.0
Dakahlia,Aga,30.93864778,31.29306179,1.0
Dakahlia,Aga,30.944318,31.286569,1.0
Dakahlia,Aga,30.931001,31.357517,1.0
Dakahlia,Aga,30.866844,31.282408,1.0
Dakahlia,Aga,30.808291,31.273742,1.0
Dakahlia,Aga,30.935502,31.290432,1.0
Dakahlia,Aga,30.898103,31.342564,1.0
Dakahlia,Aga,30.92649,31.306662,1.0
Dakahlia,Aga,30.92188868,31.26846548,1.0
Dakahlia,Aga,30.82724979,31.22388209,3.0
Dakahlia,Aga,30.86684431,31.28240765,1.0
Dakahlia,Aga,30.86487204,31.26493098,3.0
Dakahlia,Aga,30.80626811,31.26272928,3.0
Dakahlia,Aga,30.84552858,31.26828212,2.0
Dakahlia,Aga,30.92649,31.306662,2.0
Dakahlia,Aga,30.898103,31.342564,2.0
Dakahlia,Aga,30.931001,31.357517,2.0
Dakahlia,Aga,30.808291,31.273742,2.0
Dakahlia,Aga,30.944318,31.286569,2.0
Dakahlia,Aga,30.935502,31.290432,2.0
Dakahlia,Aga,30.843289,31.312942,2.0
Dakahlia,Aga,30.854655,31.281195,3.0
Dakahlia,Aga,30.977235,31.320159,3.0
Dakahlia,Akhtab,30.843289,31.312942,1.0
Dakahlia,Al Gammalia,31.17715441,31.86503844,1.0
Dakahlia,Al Manzalah,31.15821811,31.93456444,3.0
Dakahlia,Al Manzalah,31.16287,31.930412,1.0
Dakahlia,Al Manzalah,31.160863,31.934843,1.0
Dakahlia,Al Manzalah,31.180477,31.965242,1.0
Dakahlia,Al Manzalah,31.163207,31.946417,1.0
Dakahlia,Al Manzalah,31.158743,31.9355969,1.0
Dakahlia,Al Manzalah,31.17330236,31.8810943,3.0
Dakahlia,Al Manzalah,31.16287,31.930412,2.0
Dakahlia,Al Manzalah,31.163207,31.946417,2.0
Dakahlia,Al Manzalah,31.180477,31.965242,2.0
Dakahlia,Al Matarya,31.18519444,32.03277334,1.0
Dakahlia,Al Matarya,31.184051,32.034273,1.0
Dakahlia,Al Matarya,31.182237,32.033809,1.0
Dakahlia,Al Matarya,31.182237,32.033809,2.0
Dakahlia,Al Matarya,31.184051,32.034273,2.0
Dakahlia,Al Senbellawein,30.8866141,31.45778749,1.0
Dakahlia,Al Senbellawein,30.884141,31.459955,1.0
Dakahlia,Al Senbellawein,30.890065,31.46033,1.0
Dakahlia,Al Senbellawein,30.89248985,31.56020697,1.0
Dakahlia,Al Senbellawein,30.8795061,31.4545693,3.0
Dakahlia,Al Senbellawein,30.85079229,31.59031027,3.0
Dakahlia,Al Senbellawein,30.87021444,31.50347959,3.0
Dakahlia,Al Senbellawein,30.90368612,31.39030235,3.0
Dakahlia,Al Senbellawein,30.82812711,31.4041259,3.0
Dakahlia,Al Senbellawein,30.85542672,31.53271891,3.0
Dakahlia,Al Senbellawein,30.95687282,31.53079379,3.0
Dakahlia,Al Senbellawein,30.82226663,31.4356399,3.0
Dakahlia,Al Senbellawein,30.84383014,31.35969578,2.0
Dakahlia,Al Senbellawein,30.890065,31.46033,2.0
Dakahlia,Al Senbellawein,30.884141,31.459955,2.0
Dakahlia,Al Senbellawein,30.858162,31.396379,3.0
Dakahlia,Al Senbellawein,30.924532,31.40064,3.0
Dakahlia,Al Senbellawein,30.871025,31.383499,3.0
Dakahlia,Alkordy,31.164994,31.765224,1.0
Dakahlia,Alkordy,31.164994,31.765224,2.0
Dakahlia,Bani Abeed,31.021598,31.64903,1.0
Dakahlia,Bani Abeed,31.0159928,31.65430166,3.0
Dakahlia,Bani Abeed,31.025265,31.644631,1.0
Dakahlia,Bani Abeed,30.99812441,31.62455783,3.0
Dakahlia,Bani Abeed,31.021598,31.64903,3.0
Dakahlia,Bani Abeed,31.025265,31.644631,2.0
Dakahlia,Belqas,31.21597938,31.35695497,1.0
Dakahlia,Belqas,31.217524,31.362288,1.0
Dakahlia,Belqas,31.217176,31.353252,1.0
Dakahlia,Belqas,31.24902348,31.41450705,1.0
Dakahlia,Belqas,31.2112689,31.35981899,3.0
Dakahlia,Belqas,31.243739,31.46256849,3.0
Dakahlia,Belqas,31.38114047,31.28732896,3.0
Dakahlia,Belqas,31.217176,31.353252,2.0
Dakahlia,Belqas,31.217524,31.362288,2.0
Dakahlia,Belqas,31.294423,31.398096,3.0
Dakahlia,Dikirnis,31.144102,31.536634,1.0
Dakahlia,Dikirnis,31.10732,31.507895,1.0
Dakahlia,Dikirnis,31.08518129,31.59827688,3.0
Dakahlia,Dikirnis,31.089528,31.60074,1.0
Dakahlia,Dikirnis,31.088899,31.634845,1.0
Dakahlia,Dikirnis,31.08554303,31.59009718,3.0
Dakahlia,Dikirnis,31.0862865,31.5611257,2.0
Dakahlia,Dikirnis,31.144102,31.536634,2.0
Dakahlia,Dikirnis,31.089528,31.60074,2.0
Dakahlia,Dikirnis,31.088899,31.634845,2.0
Dakahlia,Dikirnis,31.10732,31.507895,2.0
Dakahlia,Dikirnis,31.086389,31.599451,3.0
Dakahlia,Gamasah,31.18631332,31.39312801,1.0
Dakahlia,Gamasah,31.44317251,31.53889608,3.0
Dakahlia,Mansoura,31.032687,31.369625,1.0
Dakahlia,Mansoura,31.119647,31.447351,1.0
Dakahlia,Mansoura,31.04749748,31.38463557,1.0
Dakahlia,Mansoura,31.04747756,31.38450528,1.0
Dakahlia,Mansoura,31.036959,31.358902,1.0
Dakahlia,Mansoura,31.045057,31.354628,1.0
Dakahlia,Mansoura,31.031097,31.377788,1.0
Dakahlia,Mansoura,31.035997,31.397656,1.0
Dakahlia,Mansoura,31.035528,31.393415,1.0
Dakahlia,Mansoura,31.04757916,31.39276492,1.0
Dakahlia,Mansoura,31.05260319,31.40793325,3.0
Dakahlia,Mansoura,31.045989,31.364517,1.0
Dakahlia,Mansoura,31.043301,31.392935,1.0
Dakahlia,Mansoura,31.043345,31.35496,3.0
Dakahlia,Mansoura,31.030658,31.387229,1.0
Dakahlia,Mansoura,31.046222,31.388816,1.0
Dakahlia,Mansoura,31.0397,31.368715,1.0
Dakahlia,Mansoura,31.040754,31.381102,1.0
Dakahlia,Mansoura,31.042824,31.37839,1.0
Dakahlia,Mansoura,31.033786,31.395132,1.0
Dakahlia,Mansoura,31.033861,31.395167,1.0
Dakahlia,Mansoura,31.032225,31.389901,1.0
Dakahlia,Mansoura,31.053905,31.410661,1.0
Dakahlia,Mansoura,31.047067,31.379196,1.0
Dakahlia,Mansoura,31.032111,31.372741,1.0
Dakahlia,Mansoura,31.042415,31.39422,1.0
Dakahlia,Mansoura,31.047391,31.369267,1.0
Dakahlia,Mansoura,31.03828145,31.35486177,3.0
Dakahlia,Mansoura,31.12152859,31.44418088,1.0
Dakahlia,Mansoura,31.03704574,31.3779531,1.0
Dakahlia,Mansoura,31.03600648,31.39772894,1.0
Dakahlia,Mansoura,31.035997,31.397656,1.0
Dakahlia,Mansoura,31.05390545,31.41066073,1.0
Dakahlia,Mansoura,31.0711551,31.4175356,1.0
Dakahlia,Mansoura,31.03155235,31.39327318,3.0
Dakahlia,Mansoura,31.05847001,31.4004809,3.0
Dakahlia,Mansoura,31.04127957,31.39525093,3.0
Dakahlia,Mansoura,31.07602081,31.49028013,3.0
Dakahlia,Mansoura,31.05411721,31.40267331,3.0
Dakahlia,Mansoura,31.15759968,31.48638114,3.0
Dakahlia,Mansoura,31.07172203,31.4940507,3.0
Dakahlia,Mansoura,31.03663711,31.33568775,3.0
Dakahlia,Mansoura,31.04181016,31.39335749,3.0
Dakahlia,Mansoura,31.0513549,31.39502025,3.0
Dakahlia,Mansoura,31.06009469,31.40712784,3.0
Dakahlia,Mansoura,31.02009277,31.43831491,3.0
Dakahlia,Mansoura,31.00316718,31.39776226,3.0
Dakahlia,Mansoura,31.01006504,31.31891833,3.0
Dakahlia,Mansoura,31.0307456,31.55667583,3.0
Dakahlia,Mansoura,31.043317,31.38475041,2.0
Dakahlia,Mansoura,31.03403151,31.38628952,2.0
Dakahlia,Mansoura,31.0239742,31.39927298,2.0
Dakahlia,Mansoura,31.046222,31.388816,2.0
Dakahlia,Mansoura,31.045057,31.354628,2.0
Dakahlia,Mansoura,31.036959,31.358902,2.0
Dakahlia,Mansoura,31.043345,31.35496,3.0
Dakahlia,Mansoura,31.033861,31.395167,2.0
Dakahlia,Mansoura,31.030658,31.387229,2.0
Dakahlia,Mansoura,31.119647,31.447351,2.0
Dakahlia,Mansoura,31.031097,31.377788,2.0
Dakahlia,Mansoura,31.045607,31.387698,2.0
Dakahlia,Mansoura,31.03021938,31.37617611,2.0
Dakahlia,Mansoura,31.033786,31.395132,2.0
Dakahlia,Mansoura,31.047391,31.369267,3.0
Dakahlia,Mansoura,31.043301,31.392935,2.0
Dakahlia,Mansoura,31.047067,31.379196,2.0
Dakahlia,Mansoura,31.035528,31.393415,2.0
Dakahlia,Mansoura,31.042824,31.37839,2.0
Dakahlia,Mansoura,31.032111,31.372741,2.0
Dakahlia,Mansoura,31.032225,31.389901,2.0
Dakahlia,Mansoura,31.0397,31.368715,2.0
Dakahlia,Mansoura,31.042415,31.39422,2.0
Dakahlia,Mansoura,31.045989,31.364517,2.0
Dakahlia,Menia ElNasr,31.120718,31.646416,1.0
Dakahlia,Menia ElNasr,31.159674,31.734595,1.0
Dakahlia,Menia ElNasr,31.123081,31.652608,1.0
Dakahlia,Menia ElNasr,31.126376,31.651975,1.0
Dakahlia,Menia ElNasr,31.11867263,31.6463434,3.0
Dakahlia,Menia ElNasr,31.1216098,31.6458735,1.0
Dakahlia,Menia ElNasr,31.14496486,31.71208188,3.0
Dakahlia,Menia ElNasr,31.14173293,31.63405195,3.0
Dakahlia,Menia ElNasr,31.11825165,31.64137221,3.0
Dakahlia,Menia ElNasr,31.14424252,31.71973764,3.0
Dakahlia,Menia ElNasr,31.159674,31.734595,2.0
Dakahlia,Menia ElNasr,31.126376,31.651975,2.0
Dakahlia,Menia ElNasr,31.120718,31.646416,2.0
Dakahlia,Menia ElNasr,31.123081,31.652608,2.0
Dakahlia,Met Salseel,31.167544,31.801126,1.0
Dakahlia,Met Salseel,31.167388,31.803124,1.0
Dakahlia,Met Salseel,31.167544,31.801126,2.0
Dakahlia,Met Salseel,31.167388,31.803124,2.0
Dakahlia,Met Salseel,31.16192766,31.81484204,3.0
Dakahlia,Miet Ghamr,30.767432,31.346599,1.0
Dakahlia,Miet Ghamr,30.626199,31.321131,1.0
Dakahlia,Miet Ghamr,30.641679,31.282685,1.0
Dakahlia,Miet Ghamr,30.641073,31.337189,1.0
Dakahlia,Miet Ghamr,30.77915,31.26119,1.0
Dakahlia,Miet Ghamr,30.692273,31.308583,1.0
Dakahlia,Miet Ghamr,30.728643,31.294554,1.0
Dakahlia,Miet Ghamr,30.80638,31.318517,1.0
Dakahlia,Miet Ghamr,30.671207,31.348244,1.0
Dakahlia,Miet Ghamr,30.715945,31.252127,1.0
Dakahlia,Miet Ghamr,30.71468,31.316692,1.0
Dakahlia,Miet Ghamr,30.720406,31.344947,1.0
Dakahlia,Miet Ghamr,30.714798,31.252997,1.0
Dakahlia,Miet Ghamr,30.809467,31.32078,1.0
Dakahlia,Miet Ghamr,30.720512,31.260394,1.0
Dakahlia,Miet Ghamr,30.71171694,31.25405897,1.0
Dakahlia,Miet Ghamr,30.72027286,31.25607253,1.0
Dakahlia,Miet Ghamr,30.77914964,31.2611899,1.0
Dakahlia,Miet Ghamr,30.72166318,31.25417092,3.0
Dakahlia,Miet Ghamr,30.79208093,31.35398819,3.0
Dakahlia,Miet Ghamr,30.71339125,31.26236442,3.0
Dakahlia,Miet Ghamr,30.69120219,31.30860952,3.0
Dakahlia,Miet Ghamr,30.69006168,31.33017883,3.0
Dakahlia,Miet Ghamr,30.626199,31.321131,2.0
Dakahlia,Miet Ghamr,30.692273,31.308583,2.0
Dakahlia,Miet Ghamr,30.720512,31.260394,2.0
Dakahlia,Miet Ghamr,30.720406,31.344947,2.0
Dakahlia,Miet Ghamr,30.641073,31.337189,2.0
Dakahlia,Miet Ghamr,30.715945,31.252127,2.0
Dakahlia,Miet Ghamr,30.714798,31.252997,2.0
Dakahlia,Miet Ghamr,30.80638,31.318517,2.0
Dakahlia,Miet Ghamr,30.728643,31.294554,2.0
Dakahlia,Miet Ghamr,30.641679,31.282685,2.0
Dakahlia,Miet Ghamr,30.671207,31.348244,2.0
Dakahlia,Miet Ghamr,30.767432,31.346599,2.0
Dakahlia,Miet Ghamr,30.809467,31.32078,2.0
Dakahlia,Miet Ghamr,30.71468,31.316692,2.0
Dakahlia,Miet Ghamr,30.601402,31.264688,3.0
Dakahlia,Miet Ghamr,30.624318,31.272499,3.0
Dakahlia,Nabaroh,31.09863,31.306596,1.0
Dakahlia,Nabaroh,31.0952708,31.3046842,3.0
