id,name,address,governate,area,lat,lng,services
68fc2aa1-6fed-4aca-9691-f4ae1dd9e645,Alatf Electricity Production Station - Mahmoudiya,Alatf Electricity Production Station - Mahmoudya - Alexandria,Al-Behera,Al Mahmoudeya,31.184945,30.52952,withdrawal only
95673c99-de9a-4cf2-b609-85b709f8c253,Mahmoudia power plant,Agricultural Road - 1 km Before the Gazelle Factory - Mahmoudia - Alexandria,Al-Behera,Al Mahmoudeya,31.175947,30.529477,withdrawal only
4bf64dc2-c178-4054-b799-17a5300d5e8a,Mahmoudia General Hospital,Building (M) Mahmodya General Hospital - Tareat Alrashidya St. - Buhaira,Al-Behera,Al Mahmoudeya,31.183878,30.519738,withdrawal only
5de0dd5c-ae4f-4735-9498-a2380aa8f327,Tanmiya Mahmoudia,Al-Manshiya Al-Jadida Street (Al-Bosta) next to Al-Hada Mosque and in front of the automatic oven - Mahmoudiyah - Beheira,Al-Behera,Al Mahmoudeya,31.18416312,30.52710423,"withdrawal,deposit"
9041a4f4-fc53-4bbb-8ab6-4182a5009fef,Al Rahmaneya,Bank Misr Alrahmanya Kafr Alsheikh,Al-Behera,Al Rahmaneya,31.1069183720001,30.6417291550001,Withdrawal -Deposit - Forex
ad481011-aec8-4bd9-a42b-264e5cfe85c4,Al Rahmaneya,Almahkma St. From Ahmed Mahmoud St. - Alrahmaniyah,Al-Behera,Al Rahmaneya,31.103395,30.638362,Withdrawal
987917eb-bca1-4a74-9ad9-d6d950c4b8a1,Tanmiya Rahmania,Al-Rahmaniya Village - Damanhour Road - in front of Al-Najjar Gas Station - Beheira Governorate,Al-Behera,Al Rahmaneya,31.10958367,30.63910172,"withdrawal,deposit"
4ee5dda1-6626-465c-862d-85cb01e92384,Alnobaria Algadida,New Nubaria City Desert Road,Al-Behera,Alnobaria Algadida,30.670594383,30.0727764270001,Withdrawal
3cffef5b-5485-4712-8fb1-dc6abc867b0a,Alnobaria Algadida,K. 79 Alexandria Cairo Road Entrance to Nubaria City,Al-Behera,Alnobaria Algadida,30.671835,30.073109,Withdrawal
fb705621-bfda-4488-8190-cae635c43d5a,Alnobaria Algadida,K. 129 East of the Cairo-Alexandria desert road Albustan Canal - Alnubaria,Al-Behera,Alnobaria Algadida,30.632194,30.2275,Withdrawal
c0f32cde-c12e-4b2a-ada6-d48a6fbc7e13,Alnobaria Algadida,The second industrial zone New Nubaria City,Al-Behera,Alnobaria Algadida,30.662002,30.08606,Withdrawal
2fbe519c-e574-4b6b-bdd1-bcd911436679,New Nubaria City Development Authority,K. 79 Alexandria Cairo Road Entrance to Nubaria City,Al-Behera,Alnobaria Algadida,30.671835,30.073109,"Cash Dispenser only
"
c2e3483e-bd03-42ac-a3bd-b390d1e54128,Alwady Company For Feed - Alnoubaria,The second industrial zone New Nubaria City,Al-Behera,Alnobaria Algadida,30.662002,30.08606,"Cash Dispenser only
"
d012c75b-744a-41db-a8e6-75f5de5a099b,Noubaria Company for the manufacture and refining of sugar,K. 129 East of the Cairo-Alexandria desert road Albustan Canal - Alnubaria,Al-Behera,Alnobaria Algadida,30.632194,30.2275,"Cash Dispenser only
"
da273184-34ae-4a63-8344-b1a0cd739af6,Damanhour,Egypt Alexandria Agricultural Road - In Front of the Governorate Entrance,Al-Behera,Damanhour,31.026177,30.451221,Withdrawal
